Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2019-10-09,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2019-10-10,Samsung calorie adjustment,Cardio,280.0,1,,,,,
2019-10-11,Samsung calorie adjustment,Cardio,271.0,1,,,,,
2019-10-12,Samsung calorie adjustment,Cardio,376.0,1,,,,,
2019-10-13,Samsung calorie adjustment,Cardio,218.0,1,,,,,
2019-10-14,Samsung calorie adjustment,Cardio,246.0,1,,,,,
2019-10-15,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2019-10-16,Samsung calorie adjustment,Cardio,297.0,1,,,,,
2019-10-17,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2019-10-18,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2019-10-19,Samsung calorie adjustment,Cardio,775.0,1,,,,,
2019-10-20,Samsung calorie adjustment,Cardio,598.0,1,,,,,
2019-10-21,Samsung calorie adjustment,Cardio,292.0,1,,,,,
2019-10-22,Samsung calorie adjustment,Cardio,225.0,1,,,,,
2019-10-23,Samsung calorie adjustment,Cardio,138.0,1,,,,,
2019-10-24,Samsung calorie adjustment,Cardio,435.0,1,,,,,
2019-10-25,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2019-10-26,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-10-27,Samsung calorie adjustment,Cardio,110.0,1,,,,,
2019-10-28,Samsung calorie adjustment,Cardio,372.0,1,,,,,
2019-10-29,Samsung calorie adjustment,Cardio,404.0,1,,,,,
2019-10-30,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2019-10-31,Samsung calorie adjustment,Cardio,174.0,1,,,,,
2019-11-01,Samsung calorie adjustment,Cardio,320.0,1,,,,,
2019-11-02,Samsung calorie adjustment,Cardio,138.0,1,,,,,
2019-11-03,Samsung calorie adjustment,Cardio,365.0,1,,,,,
2019-11-04,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2019-11-05,Samsung calorie adjustment,Cardio,189.0,1,,,,,
2019-11-06,Samsung calorie adjustment,Cardio,294.0,1,,,,,
2019-11-07,Samsung calorie adjustment,Cardio,444.0,1,,,,,
2019-11-08,Samsung calorie adjustment,Cardio,298.0,1,,,,,
2019-11-09,Samsung calorie adjustment,Cardio,274.0,1,,,,,
2019-11-10,Samsung calorie adjustment,Cardio,281.0,1,,,,,
2019-11-11,Samsung calorie adjustment,Cardio,269.0,1,,,,,
2019-11-12,Samsung calorie adjustment,Cardio,348.0,1,,,,,
2019-11-13,Samsung calorie adjustment,Cardio,463.0,1,,,,,
2019-11-14,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2019-11-15,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2019-11-16,Samsung calorie adjustment,Cardio,328.0,1,,,,,
2019-11-17,Samsung calorie adjustment,Cardio,125.0,1,,,,,
2019-11-18,Samsung calorie adjustment,Cardio,176.0,1,,,,,
2019-11-19,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2019-11-20,Samsung calorie adjustment,Cardio,409.0,1,,,,,
2019-11-21,Samsung calorie adjustment,Cardio,181.0,1,,,,,
2019-11-22,Samsung calorie adjustment,Cardio,218.0,1,,,,,
2019-11-23,Samsung calorie adjustment,Cardio,192.0,1,,,,,
2019-11-24,Samsung calorie adjustment,Cardio,294.0,1,,,,,
2019-11-25,Samsung calorie adjustment,Cardio,187.0,1,,,,,
2019-11-26,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2019-11-27,Samsung calorie adjustment,Cardio,157.0,1,,,,,
2019-11-28,Samsung calorie adjustment,Cardio,1039.0,1,,,,,
2019-11-29,Samsung calorie adjustment,Cardio,1.0,1,,,,,
2019-11-30,Samsung calorie adjustment,Cardio,873.0,1,,,,,
2019-12-01,Samsung calorie adjustment,Cardio,898.0,1,,,,,
2019-12-02,Samsung calorie adjustment,Cardio,1172.0,1,,,,,
2019-12-03,Samsung calorie adjustment,Cardio,235.0,1,,,,,
2019-12-04,Samsung calorie adjustment,Cardio,139.0,1,,,,,
2019-12-05,Samsung calorie adjustment,Cardio,331.0,1,,,,,
2019-12-06,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2019-12-07,Samsung calorie adjustment,Cardio,106.0,1,,,,,
2019-12-08,Samsung calorie adjustment,Cardio,94.0,1,,,,,
2019-12-09,Samsung calorie adjustment,Cardio,296.0,1,,,,,
2019-12-10,Samsung calorie adjustment,Cardio,272.0,1,,,,,
2019-12-11,Samsung calorie adjustment,Cardio,312.0,1,,,,,
2019-12-12,Samsung calorie adjustment,Cardio,231.0,1,,,,,
2019-12-13,Samsung calorie adjustment,Cardio,133.0,1,,,,,
2019-12-14,Samsung calorie adjustment,Cardio,108.0,1,,,,,
2019-12-15,Samsung calorie adjustment,Cardio,280.0,1,,,,,
2019-12-16,Samsung calorie adjustment,Cardio,209.0,1,,,,,
2019-12-17,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2019-12-18,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2019-12-19,Samsung calorie adjustment,Cardio,263.0,1,,,,,
2019-12-20,Samsung calorie adjustment,Cardio,172.0,1,,,,,
2019-12-21,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2019-12-22,Samsung calorie adjustment,Cardio,305.0,1,,,,,
2019-12-23,Samsung calorie adjustment,Cardio,576.0,1,,,,,
2019-12-24,Samsung calorie adjustment,Cardio,419.0,1,,,,,
2019-12-25,Samsung calorie adjustment,Cardio,138.0,1,,,,,
2019-12-26,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2019-12-27,Samsung calorie adjustment,Cardio,326.0,1,,,,,
2019-12-28,Samsung calorie adjustment,Cardio,199.0,1,,,,,
2019-12-29,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-12-30,Samsung calorie adjustment,Cardio,367.0,1,,,,,
2019-12-31,Samsung calorie adjustment,Cardio,137.0,1,,,,,
2020-01-01,Samsung calorie adjustment,Cardio,223.0,1,,,,,
2020-01-02,Samsung calorie adjustment,Cardio,310.0,1,,,,,
2020-01-03,Samsung calorie adjustment,Cardio,476.0,1,,,,,
2020-01-04,Samsung calorie adjustment,Cardio,258.0,1,,,,,
2020-01-05,Samsung calorie adjustment,Cardio,84.0,1,,,,,
2020-01-06,Samsung calorie adjustment,Cardio,271.0,1,,,,,
2020-01-07,Samsung calorie adjustment,Cardio,330.0,1,,,,,
2020-01-08,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2020-01-09,Samsung calorie adjustment,Cardio,103.0,1,,,,,
2020-01-10,Samsung calorie adjustment,Cardio,396.0,1,,,,,
2020-01-11,Samsung calorie adjustment,Cardio,129.0,1,,,,,
2020-01-12,Samsung calorie adjustment,Cardio,348.0,1,,,,,
2020-01-13,Samsung calorie adjustment,Cardio,345.0,1,,,,,
2020-01-14,Samsung calorie adjustment,Cardio,281.0,1,,,,,
2020-01-15,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2020-01-16,Samsung calorie adjustment,Cardio,176.0,1,,,,,
2020-01-17,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2020-01-18,Samsung calorie adjustment,Cardio,867.0,1,,,,,
2020-01-19,Samsung calorie adjustment,Cardio,680.0,1,,,,,
2020-01-20,Samsung calorie adjustment,Cardio,480.0,1,,,,,
2020-01-21,Samsung calorie adjustment,Cardio,1218.0,1,,,,,
2020-01-22,Samsung calorie adjustment,Cardio,705.0,1,,,,,
2020-01-23,"""Skin diving, scuba diving, general""",Cardio,1019.0,120,,,,,
2020-01-23,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2020-01-26,Samsung calorie adjustment,Cardio,426.0,1,,,,,
2020-01-27,Samsung calorie adjustment,Cardio,1511.0,1,,,,,
2020-01-28,Samsung calorie adjustment,Cardio,205.0,1,,,,,
2020-01-29,Samsung calorie adjustment,Cardio,763.0,1,,,,,
2020-01-30,Samsung calorie adjustment,Cardio,311.0,1,,,,,
2020-01-31,Samsung calorie adjustment,Cardio,493.0,1,,,,,
2020-02-01,Samsung calorie adjustment,Cardio,356.0,1,,,,,
2020-02-02,Samsung calorie adjustment,Cardio,368.0,1,,,,,
2020-02-03,Samsung calorie adjustment,Cardio,201.0,1,,,,,
2020-02-04,Samsung calorie adjustment,Cardio,309.0,1,,,,,
2020-02-05,Samsung calorie adjustment,Cardio,175.0,1,,,,,
2020-02-06,Samsung calorie adjustment,Cardio,451.0,1,,,,,
2020-02-07,Samsung calorie adjustment,Cardio,450.0,1,,,,,
2020-02-08,Samsung calorie adjustment,Cardio,73.0,1,,,,,
2020-02-09,Samsung calorie adjustment,Cardio,108.0,1,,,,,
2020-02-10,Samsung calorie adjustment,Cardio,108.0,1,,,,,
2020-02-11,Samsung calorie adjustment,Cardio,444.0,1,,,,,
2020-02-12,Samsung calorie adjustment,Cardio,273.0,1,,,,,
2020-02-13,Samsung calorie adjustment,Cardio,252.0,1,,,,,
2020-02-14,Samsung calorie adjustment,Cardio,342.0,1,,,,,
2020-02-15,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2020-02-16,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2020-02-17,Samsung calorie adjustment,Cardio,352.0,1,,,,,
2020-02-18,Samsung calorie adjustment,Cardio,391.0,1,,,,,
2020-02-19,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2020-02-20,Samsung calorie adjustment,Cardio,346.0,1,,,,,
2020-02-21,Samsung calorie adjustment,Cardio,293.0,1,,,,,
2020-02-22,Samsung calorie adjustment,Cardio,418.0,1,,,,,
2020-02-23,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2020-02-24,Samsung calorie adjustment,Cardio,180.0,1,,,,,
2020-02-25,Samsung calorie adjustment,Cardio,319.0,1,,,,,
2020-02-26,Samsung calorie adjustment,Cardio,297.0,1,,,,,
2020-02-27,Samsung calorie adjustment,Cardio,236.0,1,,,,,
2020-02-28,Samsung calorie adjustment,Cardio,301.0,1,,,,,
2020-02-29,Samsung calorie adjustment,Cardio,292.0,1,,,,,
2020-03-01,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2020-03-02,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2020-03-03,Samsung calorie adjustment,Cardio,301.0,1,,,,,
2020-03-04,Samsung calorie adjustment,Cardio,168.0,1,,,,,
2020-03-05,Samsung calorie adjustment,Cardio,246.0,1,,,,,
2020-03-06,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2020-03-07,Samsung calorie adjustment,Cardio,247.0,1,,,,,
2020-03-08,Samsung calorie adjustment,Cardio,132.0,1,,,,,
2020-03-09,Samsung calorie adjustment,Cardio,379.0,1,,,,,
2020-03-10,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2020-03-11,Samsung calorie adjustment,Cardio,251.0,1,,,,,
2020-03-12,Samsung calorie adjustment,Cardio,484.0,1,,,,,
2020-03-13,Samsung calorie adjustment,Cardio,297.0,1,,,,,
2020-03-14,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2020-03-15,Samsung calorie adjustment,Cardio,265.0,1,,,,,
2020-03-16,Samsung calorie adjustment,Cardio,232.0,1,,,,,
2020-03-17,Samsung calorie adjustment,Cardio,210.0,1,,,,,
2020-03-18,Samsung calorie adjustment,Cardio,370.0,1,,,,,
2020-03-19,Samsung calorie adjustment,Cardio,211.0,1,,,,,
2020-03-20,Samsung calorie adjustment,Cardio,214.0,1,,,,,
2020-03-21,Samsung calorie adjustment,Cardio,273.0,1,,,,,
2020-03-22,Samsung calorie adjustment,Cardio,247.0,1,,,,,
2020-03-23,Samsung calorie adjustment,Cardio,531.0,1,,,,,
2020-03-24,Samsung calorie adjustment,Cardio,221.0,1,,,,,
2020-03-25,Samsung calorie adjustment,Cardio,298.0,1,,,,,
2020-03-26,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2020-03-27,"""Tennis, singles""",Cardio,876.0,90,,,,,
2020-03-27,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2020-03-28,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2020-03-29,Samsung calorie adjustment,Cardio,185.0,1,,,,,
2020-03-30,Samsung calorie adjustment,Cardio,386.0,1,,,,,
2020-03-31,Samsung calorie adjustment,Cardio,202.0,1,,,,,
2020-04-01,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2020-04-02,Samsung calorie adjustment,Cardio,260.0,1,,,,,
2020-04-03,Samsung calorie adjustment,Cardio,379.0,1,,,,,
2020-04-04,Samsung calorie adjustment,Cardio,180.0,1,,,,,
2020-04-05,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2020-04-06,Samsung calorie adjustment,Cardio,185.0,1,,,,,
2020-04-07,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2020-04-08,Samsung calorie adjustment,Cardio,269.0,1,,,,,
2020-04-09,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2020-04-10,Samsung calorie adjustment,Cardio,179.0,1,,,,,
2020-04-11,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2020-04-12,Samsung calorie adjustment,Cardio,376.0,1,,,,,
2020-04-13,Samsung calorie adjustment,Cardio,227.0,1,,,,,
2020-04-14,Samsung calorie adjustment,Cardio,319.0,1,,,,,
2020-04-15,Samsung calorie adjustment,Cardio,246.0,1,,,,,
2020-04-16,Samsung calorie adjustment,Cardio,185.0,1,,,,,
2020-04-17,Samsung calorie adjustment,Cardio,386.0,1,,,,,
2020-04-18,Samsung calorie adjustment,Cardio,175.0,1,,,,,
2020-04-19,Samsung calorie adjustment,Cardio,380.0,1,,,,,
2020-04-20,Samsung calorie adjustment,Cardio,328.0,1,,,,,
2020-04-21,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2020-04-22,Samsung calorie adjustment,Cardio,296.0,1,,,,,
2020-04-23,Samsung calorie adjustment,Cardio,355.0,1,,,,,
2020-04-24,Samsung calorie adjustment,Cardio,329.0,1,,,,,
2020-04-25,Samsung calorie adjustment,Cardio,353.0,1,,,,,
2020-04-26,Samsung calorie adjustment,Cardio,251.0,1,,,,,
2020-04-27,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2020-04-28,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2020-04-29,Samsung calorie adjustment,Cardio,330.0,1,,,,,
2020-04-30,Samsung calorie adjustment,Cardio,235.0,1,,,,,
2020-05-01,Samsung calorie adjustment,Cardio,472.0,1,,,,,
2020-05-02,Samsung calorie adjustment,Cardio,263.0,1,,,,,
2020-05-03,Samsung calorie adjustment,Cardio,275.0,1,,,,,
2020-05-04,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2020-05-05,Samsung calorie adjustment,Cardio,301.0,1,,,,,
2020-05-06,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2020-05-07,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2020-05-08,Samsung calorie adjustment,Cardio,262.0,1,,,,,
2020-05-09,Samsung calorie adjustment,Cardio,194.0,1,,,,,
2020-05-10,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2020-05-11,Samsung calorie adjustment,Cardio,325.0,1,,,,,
2020-05-12,Samsung calorie adjustment,Cardio,211.0,1,,,,,
2020-05-13,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2020-05-14,Samsung calorie adjustment,Cardio,285.0,1,,,,,
2020-05-15,Samsung calorie adjustment,Cardio,215.0,1,,,,,
2020-05-16,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2020-05-17,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2020-05-18,Samsung calorie adjustment,Cardio,209.0,1,,,,,
2020-05-19,Samsung calorie adjustment,Cardio,239.0,1,,,,,
2020-05-20,Samsung calorie adjustment,Cardio,249.0,1,,,,,
2020-05-21,Samsung calorie adjustment,Cardio,294.0,1,,,,,
2020-05-22,Samsung calorie adjustment,Cardio,242.0,1,,,,,
2020-05-23,Samsung calorie adjustment,Cardio,434.0,1,,,,,
2020-05-24,Samsung calorie adjustment,Cardio,253.0,1,,,,,
2020-05-25,Samsung calorie adjustment,Cardio,194.0,1,,,,,
2020-05-26,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2020-05-27,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2020-05-28,Samsung calorie adjustment,Cardio,515.0,1,,,,,
2020-05-29,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2020-05-30,Samsung calorie adjustment,Cardio,425.0,1,,,,,
2020-06-03,Pickleball,Cardio,717.0,120,,,,,
2020-06-06,Pickleball,Cardio,541.0,90,,,,,
2020-06-07,Samsung calorie adjustment,Cardio,202.0,1,,,,,
2020-06-08,Samsung calorie adjustment,Cardio,282.0,1,,,,,
2020-06-09,Samsung calorie adjustment,Cardio,172.0,1,,,,,
2020-06-10,Samsung calorie adjustment,Cardio,215.0,1,,,,,
2020-06-11,"""Tennis, singles""",Cardio,961.0,100,,,,,
2020-06-11,Pickleball,Cardio,120.0,20,,,,,
2020-06-11,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2020-06-12,Samsung calorie adjustment,Cardio,58.0,1,,,,,
2020-06-13,Samsung calorie adjustment,Cardio,276.0,1,,,,,
2020-06-14,Samsung calorie adjustment,Cardio,362.0,1,,,,,
2020-06-15,"""Tennis, singles""",Cardio,961.0,100,,,,,
2020-06-15,Pickleball,Cardio,120.0,20,,,,,
2020-06-15,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2020-06-16,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2020-06-17,Samsung calorie adjustment,Cardio,407.0,1,,,,,
2020-06-18,Pickleball,Cardio,541.0,90,,,,,
2020-06-18,Samsung calorie adjustment,Cardio,115.0,1,,,,,
2020-06-19,"""Tennis, singles""",Cardio,144.0,15,,,,,
2020-06-19,Pickleball,Cardio,541.0,90,,,,,
2020-06-19,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2020-06-20,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2020-06-21,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2020-06-22,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2020-06-23,Samsung calorie adjustment,Cardio,298.0,1,,,,,
2020-06-24,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2020-06-25,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2020-06-26,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2020-06-27,Samsung calorie adjustment,Cardio,133.0,1,,,,,
2020-06-28,"""Tennis, singles""",Cardio,1444.0,150,,,,,
2020-06-28,Samsung calorie adjustment,Cardio,299.0,1,,,,,
2020-06-29,Samsung calorie adjustment,Cardio,127.0,1,,,,,
2020-06-30,Samsung calorie adjustment,Cardio,238.0,1,,,,,
2020-07-01,Samsung calorie adjustment,Cardio,530.0,1,,,,,
2020-07-02,Samsung calorie adjustment,Cardio,241.0,1,,,,,
2020-07-03,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2020-07-04,"""Bicycling, 10-12 mph, light (cycling, biking, bike riding)""",Cardio,288.0,40,,,,,
2020-07-04,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2020-07-05,Samsung calorie adjustment,Cardio,177.0,1,,,,,
2020-07-06,Samsung calorie adjustment,Cardio,333.0,1,,,,,
2020-07-07,Samsung calorie adjustment,Cardio,304.0,1,,,,,
2020-07-08,Samsung calorie adjustment,Cardio,240.0,1,,,,,
2020-07-09,Samsung calorie adjustment,Cardio,187.0,1,,,,,
2020-07-10,Samsung calorie adjustment,Cardio,278.0,1,,,,,
2020-07-11,Samsung calorie adjustment,Cardio,305.0,1,,,,,
2020-07-12,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2020-07-13,Samsung calorie adjustment,Cardio,340.0,1,,,,,
2020-07-14,Samsung calorie adjustment,Cardio,263.0,1,,,,,
2020-07-15,Samsung calorie adjustment,Cardio,273.0,1,,,,,
2020-07-16,Samsung calorie adjustment,Cardio,338.0,1,,,,,
2020-07-17,Samsung calorie adjustment,Cardio,202.0,1,,,,,
2020-07-18,Samsung calorie adjustment,Cardio,238.0,1,,,,,
2020-07-19,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2020-07-20,Samsung calorie adjustment,Cardio,292.0,1,,,,,
2020-07-21,Samsung calorie adjustment,Cardio,299.0,1,,,,,
2020-07-22,Samsung calorie adjustment,Cardio,301.0,1,,,,,
2020-07-23,Samsung calorie adjustment,Cardio,208.0,1,,,,,
2020-07-24,Samsung calorie adjustment,Cardio,181.0,1,,,,,
2020-07-25,Samsung calorie adjustment,Cardio,156.0,1,,,,,
2020-07-26,Samsung calorie adjustment,Cardio,62.0,1,,,,,
2020-07-27,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2020-07-28,Samsung calorie adjustment,Cardio,288.0,1,,,,,
2020-07-29,Samsung calorie adjustment,Cardio,127.0,1,,,,,
2020-07-30,Samsung calorie adjustment,Cardio,303.0,1,,,,,
2020-07-31,Samsung calorie adjustment,Cardio,199.0,1,,,,,
2020-08-01,Samsung calorie adjustment,Cardio,311.0,1,,,,,
2020-08-02,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2020-08-03,Samsung calorie adjustment,Cardio,190.0,1,,,,,
2020-08-04,Samsung calorie adjustment,Cardio,209.0,1,,,,,
2020-08-05,Samsung calorie adjustment,Cardio,196.0,1,,,,,
2020-08-06,Samsung calorie adjustment,Cardio,157.0,1,,,,,
2020-08-07,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2020-08-08,Samsung calorie adjustment,Cardio,546.0,1,,,,,
2020-08-09,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2020-08-10,Samsung calorie adjustment,Cardio,268.0,1,,,,,
2020-08-11,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2020-08-12,Samsung calorie adjustment,Cardio,323.0,1,,,,,
2020-08-13,Samsung calorie adjustment,Cardio,308.0,1,,,,,
2020-08-14,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2020-08-15,Samsung calorie adjustment,Cardio,463.0,1,,,,,
2020-08-16,Samsung calorie adjustment,Cardio,162.0,1,,,,,
2020-08-17,Samsung calorie adjustment,Cardio,290.0,1,,,,,
2020-08-18,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2020-08-19,Samsung calorie adjustment,Cardio,317.0,1,,,,,
2020-08-20,Samsung calorie adjustment,Cardio,285.0,1,,,,,
2020-08-21,Samsung calorie adjustment,Cardio,283.0,1,,,,,
2020-08-22,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2020-08-23,Samsung calorie adjustment,Cardio,127.0,1,,,,,
2020-08-24,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2020-08-25,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2021-01-04,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2021-01-05,Samsung calorie adjustment,Cardio,448.0,1,,,,,
2021-01-06,Samsung calorie adjustment,Cardio,107.0,1,,,,,
2021-01-07,Samsung calorie adjustment,Cardio,318.0,1,,,,,
2021-01-08,Samsung calorie adjustment,Cardio,241.0,1,,,,,
2021-01-09,Samsung calorie adjustment,Cardio,243.0,1,,,,,
2021-01-10,Samsung calorie adjustment,Cardio,172.0,1,,,,,
2021-01-11,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2021-01-12,Samsung calorie adjustment,Cardio,239.0,1,,,,,
2021-01-13,Samsung calorie adjustment,Cardio,250.0,1,,,,,
2021-01-14,Samsung calorie adjustment,Cardio,299.0,1,,,,,
2021-01-15,Samsung calorie adjustment,Cardio,280.0,1,,,,,
2021-01-16,Samsung calorie adjustment,Cardio,250.0,1,,,,,
2021-01-17,Samsung calorie adjustment,Cardio,239.0,1,,,,,
2021-01-18,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2021-01-19,Samsung calorie adjustment,Cardio,277.0,1,,,,,
2021-01-20,Samsung calorie adjustment,Cardio,281.0,1,,,,,
2021-01-21,Samsung calorie adjustment,Cardio,465.0,1,,,,,
2021-01-22,Samsung calorie adjustment,Cardio,67.0,1,,,,,
2021-01-23,Samsung calorie adjustment,Cardio,280.0,1,,,,,
2021-01-24,Samsung calorie adjustment,Cardio,416.0,1,,,,,
2021-01-25,Samsung calorie adjustment,Cardio,212.0,1,,,,,
2021-01-26,Samsung calorie adjustment,Cardio,300.0,1,,,,,
2021-01-27,Samsung calorie adjustment,Cardio,296.0,1,,,,,
2021-01-28,Samsung calorie adjustment,Cardio,515.0,1,,,,,
2021-01-29,Samsung calorie adjustment,Cardio,70.0,1,,,,,
2021-01-30,Samsung calorie adjustment,Cardio,248.0,1,,,,,
2021-01-31,Samsung calorie adjustment,Cardio,313.0,1,,,,,
2021-02-01,Samsung calorie adjustment,Cardio,267.0,1,,,,,
2021-02-02,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2021-02-03,Samsung calorie adjustment,Cardio,241.0,1,,,,,
2021-02-04,Samsung calorie adjustment,Cardio,389.0,1,,,,,
2021-02-05,Samsung calorie adjustment,Cardio,331.0,1,,,,,
2021-02-06,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2021-02-07,Samsung calorie adjustment,Cardio,293.0,1,,,,,
2021-02-08,Samsung calorie adjustment,Cardio,268.0,1,,,,,
2021-02-09,Samsung calorie adjustment,Cardio,240.0,1,,,,,
2021-02-10,Samsung calorie adjustment,Cardio,184.0,1,,,,,
2021-02-11,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2021-02-12,Samsung calorie adjustment,Cardio,265.0,1,,,,,
2021-02-13,Samsung calorie adjustment,Cardio,500.0,1,,,,,
2021-02-14,Samsung calorie adjustment,Cardio,372.0,1,,,,,
2021-02-15,Samsung calorie adjustment,Cardio,370.0,1,,,,,
2021-02-16,Samsung calorie adjustment,Cardio,397.0,1,,,,,
2021-02-17,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2021-02-18,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2021-02-19,Samsung calorie adjustment,Cardio,130.0,1,,,,,
2021-02-20,Samsung calorie adjustment,Cardio,727.0,1,,,,,
2021-02-21,Samsung calorie adjustment,Cardio,551.0,1,,,,,
2021-02-22,Samsung calorie adjustment,Cardio,223.0,1,,,,,
2021-02-23,Samsung calorie adjustment,Cardio,276.0,1,,,,,
2021-02-24,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2021-02-25,Samsung calorie adjustment,Cardio,293.0,1,,,,,
2021-02-26,Samsung calorie adjustment,Cardio,285.0,1,,,,,
2021-02-27,Samsung calorie adjustment,Cardio,370.0,1,,,,,
2021-02-28,Samsung calorie adjustment,Cardio,187.0,1,,,,,
2021-03-01,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2021-03-02,Samsung calorie adjustment,Cardio,12.0,1,,,,,
2021-03-03,Samsung calorie adjustment,Cardio,472.0,1,,,,,
2021-03-04,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2021-03-05,Samsung calorie adjustment,Cardio,230.0,1,,,,,
2021-03-06,Samsung calorie adjustment,Cardio,256.0,1,,,,,
2021-03-07,Samsung calorie adjustment,Cardio,441.0,1,,,,,
2021-03-08,Samsung calorie adjustment,Cardio,72.0,1,,,,,
2021-03-09,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2021-03-10,Samsung calorie adjustment,Cardio,105.0,1,,,,,
2021-03-11,Samsung calorie adjustment,Cardio,408.0,1,,,,,
2021-03-12,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2021-03-13,Samsung calorie adjustment,Cardio,692.0,1,,,,,
2021-03-14,Samsung calorie adjustment,Cardio,221.0,1,,,,,
2021-03-15,Samsung calorie adjustment,Cardio,183.0,1,,,,,
2021-03-16,Samsung calorie adjustment,Cardio,261.0,1,,,,,
