Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2017-12-25,Samsung calorie adjustment,Cardio,403.0,1,,,,,
2017-12-26,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2017-12-27,Samsung calorie adjustment,Cardio,224.0,1,,,,,
2017-12-28,Samsung calorie adjustment,Cardio,333.0,1,,,,,
2017-12-29,Samsung calorie adjustment,Cardio,93.0,1,,,,,
2017-12-30,Samsung calorie adjustment,Cardio,232.0,1,,,,,
2017-12-31,Samsung calorie adjustment,Cardio,128.0,1,,,,,
2018-01-01,Samsung calorie adjustment,Cardio,137.0,1,,,,,
2018-01-02,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2018-01-03,Samsung calorie adjustment,Cardio,208.0,1,,,,,
2018-01-04,Samsung calorie adjustment,Cardio,350.0,1,,,,,
2018-01-05,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2018-01-06,Samsung calorie adjustment,Cardio,389.0,1,,,,,
2018-01-07,Samsung calorie adjustment,Cardio,112.0,1,,,,,
2018-01-08,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2018-01-09,Samsung calorie adjustment,Cardio,345.0,1,,,,,
2018-01-10,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2018-01-11,Samsung calorie adjustment,Cardio,366.0,1,,,,,
2018-01-12,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2018-01-13,Samsung calorie adjustment,Cardio,104.0,1,,,,,
2018-01-14,Samsung calorie adjustment,Cardio,400.0,1,,,,,
2018-01-15,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2018-01-16,Samsung calorie adjustment,Cardio,349.0,1,,,,,
2018-01-17,Samsung calorie adjustment,Cardio,101.0,1,,,,,
2018-01-18,Samsung calorie adjustment,Cardio,366.0,1,,,,,
2018-01-19,Samsung calorie adjustment,Cardio,134.0,1,,,,,
2018-01-20,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2018-01-21,Samsung calorie adjustment,Cardio,83.0,1,,,,,
2018-01-22,Samsung calorie adjustment,Cardio,202.0,1,,,,,
2018-01-23,Samsung calorie adjustment,Cardio,349.0,1,,,,,
2018-01-24,Samsung calorie adjustment,Cardio,166.0,1,,,,,
2018-01-25,Samsung calorie adjustment,Cardio,375.0,1,,,,,
2018-01-26,Samsung calorie adjustment,Cardio,108.0,1,,,,,
2018-01-27,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2018-01-28,Samsung calorie adjustment,Cardio,702.0,1,,,,,
2018-01-29,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2018-01-30,Samsung calorie adjustment,Cardio,380.0,1,,,,,
2018-01-31,Samsung calorie adjustment,Cardio,199.0,1,,,,,
2018-02-01,Samsung calorie adjustment,Cardio,76.0,1,,,,,
2018-02-02,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2018-02-03,Samsung calorie adjustment,Cardio,256.0,1,,,,,
2018-02-04,Samsung calorie adjustment,Cardio,236.0,1,,,,,
2018-02-05,Samsung calorie adjustment,Cardio,197.0,1,,,,,
2018-02-06,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2018-02-07,Samsung calorie adjustment,Cardio,193.0,1,,,,,
2018-02-08,Samsung calorie adjustment,Cardio,344.0,1,,,,,
2018-02-09,Samsung calorie adjustment,Cardio,260.0,1,,,,,
2018-02-10,Samsung calorie adjustment,Cardio,352.0,1,,,,,
2018-02-11,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2018-02-12,Samsung calorie adjustment,Cardio,231.0,1,,,,,
2018-02-13,Samsung calorie adjustment,Cardio,348.0,1,,,,,
2018-02-14,Samsung calorie adjustment,Cardio,166.0,1,,,,,
2018-02-15,Samsung calorie adjustment,Cardio,328.0,1,,,,,
2018-02-16,Samsung calorie adjustment,Cardio,183.0,1,,,,,
2018-02-17,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2018-02-18,Samsung calorie adjustment,Cardio,265.0,1,,,,,
2018-02-19,Samsung calorie adjustment,Cardio,201.0,1,,,,,
2018-02-20,Samsung calorie adjustment,Cardio,416.0,1,,,,,
2018-02-21,Samsung calorie adjustment,Cardio,270.0,1,,,,,
2018-02-22,Samsung calorie adjustment,Cardio,352.0,1,,,,,
2018-02-23,Samsung calorie adjustment,Cardio,169.0,1,,,,,
2018-02-24,Samsung calorie adjustment,Cardio,212.0,1,,,,,
2018-02-25,Samsung calorie adjustment,Cardio,253.0,1,,,,,
2018-02-26,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2018-02-27,Samsung calorie adjustment,Cardio,381.0,1,,,,,
2018-02-28,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2018-03-01,Samsung calorie adjustment,Cardio,157.0,1,,,,,
2018-03-02,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2018-03-03,Samsung calorie adjustment,Cardio,192.0,1,,,,,
2018-03-04,Samsung calorie adjustment,Cardio,265.0,1,,,,,
2018-03-05,Samsung calorie adjustment,Cardio,343.0,1,,,,,
2018-03-06,Samsung calorie adjustment,Cardio,212.0,1,,,,,
2018-03-07,Samsung calorie adjustment,Cardio,382.0,1,,,,,
2018-03-08,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2018-03-09,Samsung calorie adjustment,Cardio,80.0,1,,,,,
2018-03-10,Samsung calorie adjustment,Cardio,245.0,1,,,,,
2018-03-11,Samsung calorie adjustment,Cardio,1174.0,1,,,,,
2018-03-12,Samsung calorie adjustment,Cardio,403.0,1,,,,,
2018-03-13,Samsung calorie adjustment,Cardio,610.0,1,,,,,
2018-03-14,Samsung calorie adjustment,Cardio,293.0,1,,,,,
2018-03-15,Samsung calorie adjustment,Cardio,658.0,1,,,,,
2018-03-16,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2018-03-17,Samsung calorie adjustment,Cardio,1764.0,1,,,,,
2018-03-18,Samsung calorie adjustment,Cardio,516.0,1,,,,,
2018-03-19,Samsung calorie adjustment,Cardio,215.0,1,,,,,
2018-03-20,Samsung calorie adjustment,Cardio,385.0,1,,,,,
2018-03-21,Samsung calorie adjustment,Cardio,774.0,1,,,,,
2018-03-22,Samsung calorie adjustment,Cardio,897.0,1,,,,,
2018-03-23,Samsung calorie adjustment,Cardio,469.0,1,,,,,
2018-03-24,Samsung calorie adjustment,Cardio,639.0,1,,,,,
2018-03-25,Samsung calorie adjustment,Cardio,1105.0,1,,,,,
2018-03-26,Samsung calorie adjustment,Cardio,248.0,1,,,,,
2018-03-27,Samsung calorie adjustment,Cardio,180.0,1,,,,,
2018-03-28,Samsung calorie adjustment,Cardio,156.0,1,,,,,
2018-03-29,Samsung calorie adjustment,Cardio,244.0,1,,,,,
2018-03-30,Samsung calorie adjustment,Cardio,171.0,1,,,,,
2018-03-31,Samsung calorie adjustment,Cardio,433.0,1,,,,,
2018-04-01,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2018-04-02,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2018-04-03,Samsung calorie adjustment,Cardio,138.0,1,,,,,
2018-04-04,Samsung calorie adjustment,Cardio,170.0,1,,,,,
2018-04-05,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2018-04-06,Samsung calorie adjustment,Cardio,343.0,1,,,,,
2018-04-07,Samsung calorie adjustment,Cardio,136.0,1,,,,,
2018-04-08,Samsung calorie adjustment,Cardio,230.0,1,,,,,
2018-04-09,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2018-04-10,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2018-04-11,Samsung calorie adjustment,Cardio,180.0,1,,,,,
2018-04-12,Samsung calorie adjustment,Cardio,234.0,1,,,,,
2018-04-13,Samsung calorie adjustment,Cardio,250.0,1,,,,,
2018-04-14,Samsung calorie adjustment,Cardio,298.0,1,,,,,
2018-04-15,Samsung calorie adjustment,Cardio,157.0,1,,,,,
2018-04-16,Samsung calorie adjustment,Cardio,214.0,1,,,,,
2018-04-17,Samsung calorie adjustment,Cardio,378.0,1,,,,,
2018-04-18,Samsung calorie adjustment,Cardio,196.0,1,,,,,
2018-04-19,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2018-04-20,Samsung calorie adjustment,Cardio,350.0,1,,,,,
2018-04-21,Samsung calorie adjustment,Cardio,194.0,1,,,,,
2018-04-22,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2018-04-23,Samsung calorie adjustment,Cardio,193.0,1,,,,,
2018-04-24,Samsung calorie adjustment,Cardio,139.0,1,,,,,
2018-05-20,"""Tennis, singles""",Cardio,1161.0,120,,,,,
2018-05-30,"""Softball or baseball, fast or slow pitch""",Cardio,275.0,45,,,,,
2018-07-08,"""Tennis, singles""",Cardio,876.0,90,,,,,
2018-07-11,"""Softball or baseball, fast or slow pitch""",Cardio,613.0,100,,,,,
2018-08-11,"""Dancing, general""",Cardio,674.0,120,,,,,
2018-11-04,"""Bicycling, BMX or mountain (cycling, biking, bike riding)""",Cardio,605.0,58,,,,,
2018-12-22,Samsung calorie adjustment,Cardio,208.0,1,,,,,
2018-12-23,Samsung calorie adjustment,Cardio,227.0,1,,,,,
2018-12-24,Samsung calorie adjustment,Cardio,563.0,1,,,,,
2018-12-25,Samsung calorie adjustment,Cardio,99.0,1,,,,,
2018-12-26,Samsung calorie adjustment,Cardio,149.0,1,,,,,
2018-12-27,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2018-12-28,Samsung calorie adjustment,Cardio,119.0,1,,,,,
2018-12-29,Samsung calorie adjustment,Cardio,357.0,1,,,,,
2018-12-30,Samsung calorie adjustment,Cardio,82.0,1,,,,,
2018-12-31,Samsung calorie adjustment,Cardio,149.0,1,,,,,
2019-01-01,Samsung calorie adjustment,Cardio,110.0,1,,,,,
2019-01-02,Samsung calorie adjustment,Cardio,362.0,1,,,,,
2019-01-03,Samsung calorie adjustment,Cardio,258.0,1,,,,,
2019-01-04,Samsung calorie adjustment,Cardio,351.0,1,,,,,
2019-01-05,Samsung calorie adjustment,Cardio,369.0,1,,,,,
2019-01-06,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2019-01-07,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2019-01-08,Samsung calorie adjustment,Cardio,212.0,1,,,,,
2019-01-09,Samsung calorie adjustment,Cardio,389.0,1,,,,,
2019-01-10,Samsung calorie adjustment,Cardio,156.0,1,,,,,
2019-01-11,Samsung calorie adjustment,Cardio,165.0,1,,,,,
2019-01-12,Samsung calorie adjustment,Cardio,324.0,1,,,,,
2019-01-13,Samsung calorie adjustment,Cardio,106.0,1,,,,,
2019-01-14,Samsung calorie adjustment,Cardio,246.0,1,,,,,
2019-01-15,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2019-01-16,Samsung calorie adjustment,Cardio,917.0,1,,,,,
2019-01-17,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2019-01-18,"""Dancing, general""",Cardio,674.0,120,,,,,
2019-01-18,Samsung calorie adjustment,Cardio,184.0,1,,,,,
2019-01-19,Samsung calorie adjustment,Cardio,169.0,1,,,,,
2019-01-20,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2019-01-21,Samsung calorie adjustment,Cardio,342.0,1,,,,,
2019-01-22,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2019-01-23,Samsung calorie adjustment,Cardio,318.0,1,,,,,
2019-01-24,Samsung calorie adjustment,Cardio,162.0,1,,,,,
2019-01-25,Samsung calorie adjustment,Cardio,167.0,1,,,,,
2019-01-26,Samsung calorie adjustment,Cardio,379.0,1,,,,,
2019-01-27,Samsung calorie adjustment,Cardio,106.0,1,,,,,
2019-01-28,Samsung calorie adjustment,Cardio,155.0,1,,,,,
2019-01-29,Samsung calorie adjustment,Cardio,139.0,1,,,,,
2019-01-30,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2019-01-31,Samsung calorie adjustment,Cardio,131.0,1,,,,,
2019-02-01,Samsung calorie adjustment,Cardio,461.0,1,,,,,
2019-02-02,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2019-02-03,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2019-02-04,Samsung calorie adjustment,Cardio,233.0,1,,,,,
2019-02-05,Samsung calorie adjustment,Cardio,186.0,1,,,,,
2019-02-06,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2019-02-07,Samsung calorie adjustment,Cardio,1158.0,1,,,,,
2019-02-08,Samsung calorie adjustment,Cardio,640.0,1,,,,,
2019-02-09,Samsung calorie adjustment,Cardio,751.0,1,,,,,
2019-02-10,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2019-02-11,Samsung calorie adjustment,Cardio,259.0,1,,,,,
2019-02-12,Samsung calorie adjustment,Cardio,262.0,1,,,,,
2019-02-13,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2019-02-14,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2019-02-15,Samsung calorie adjustment,Cardio,261.0,1,,,,,
2019-02-16,Samsung calorie adjustment,Cardio,178.0,1,,,,,
2019-02-17,Samsung calorie adjustment,Cardio,266.0,1,,,,,
2019-02-18,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-02-19,Samsung calorie adjustment,Cardio,251.0,1,,,,,
2019-02-20,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2019-02-21,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-02-22,Samsung calorie adjustment,Cardio,388.0,1,,,,,
2019-02-23,"""Dancing, general""",Cardio,838.0,150,,,,,
2019-02-23,Samsung calorie adjustment,Cardio,243.0,1,,,,,
2019-02-24,Samsung calorie adjustment,Cardio,316.0,1,,,,,
2019-02-25,Samsung calorie adjustment,Cardio,305.0,1,,,,,
2019-02-26,Samsung calorie adjustment,Cardio,376.0,1,,,,,
2019-02-27,Samsung calorie adjustment,Cardio,259.0,1,,,,,
2019-02-28,Samsung calorie adjustment,Cardio,224.0,1,,,,,
2019-03-01,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2019-03-02,Samsung calorie adjustment,Cardio,80.0,1,,,,,
2019-03-03,Samsung calorie adjustment,Cardio,354.0,1,,,,,
2019-03-04,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2019-03-05,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2019-03-06,Samsung calorie adjustment,Cardio,366.0,1,,,,,
2019-03-07,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2019-03-08,Samsung calorie adjustment,Cardio,397.0,1,,,,,
2019-03-09,Samsung calorie adjustment,Cardio,294.0,1,,,,,
2019-03-10,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2019-03-11,Samsung calorie adjustment,Cardio,174.0,1,,,,,
2019-03-12,Samsung calorie adjustment,Cardio,437.0,1,,,,,
2019-03-13,Samsung calorie adjustment,Cardio,266.0,1,,,,,
2019-03-14,Samsung calorie adjustment,Cardio,252.0,1,,,,,
2019-03-15,Samsung calorie adjustment,Cardio,383.0,1,,,,,
2019-03-16,Samsung calorie adjustment,Cardio,140.0,1,,,,,
2019-03-17,Samsung calorie adjustment,Cardio,94.0,1,,,,,
2019-03-18,Samsung calorie adjustment,Cardio,409.0,1,,,,,
2019-03-19,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2019-03-20,Samsung calorie adjustment,Cardio,247.0,1,,,,,
2019-03-21,Samsung calorie adjustment,Cardio,405.0,1,,,,,
2019-03-22,Samsung calorie adjustment,Cardio,180.0,1,,,,,
2019-03-23,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2019-03-24,Samsung calorie adjustment,Cardio,420.0,1,,,,,
2019-03-25,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2019-03-26,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2019-03-27,Samsung calorie adjustment,Cardio,412.0,1,,,,,
2019-03-28,Samsung calorie adjustment,Cardio,331.0,1,,,,,
2019-03-29,Samsung calorie adjustment,Cardio,214.0,1,,,,,
2019-03-30,Samsung calorie adjustment,Cardio,158.0,1,,,,,
2019-03-31,"""Golf, using power cart""",Cardio,892.0,210,,,,,
2019-03-31,Samsung calorie adjustment,Cardio,75.0,1,,,,,
2019-04-01,Samsung calorie adjustment,Cardio,263.0,1,,,,,
2019-04-02,Samsung calorie adjustment,Cardio,242.0,1,,,,,
2019-04-03,Samsung calorie adjustment,Cardio,420.0,1,,,,,
2019-04-04,Samsung calorie adjustment,Cardio,206.0,1,,,,,
2019-04-05,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-04-06,"""Golf, using power cart""",Cardio,892.0,210,,,,,
2019-04-06,Samsung calorie adjustment,Cardio,150.0,1,,,,,
2019-04-07,Samsung calorie adjustment,Cardio,106.0,1,,,,,
2019-04-08,Samsung calorie adjustment,Cardio,370.0,1,,,,,
2019-04-09,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2019-04-10,Samsung calorie adjustment,Cardio,411.0,1,,,,,
2019-04-11,Samsung calorie adjustment,Cardio,260.0,1,,,,,
2019-04-12,Samsung calorie adjustment,Cardio,402.0,1,,,,,
2019-04-13,"""Golf, using power cart""",Cardio,892.0,210,,,,,
2019-04-13,Samsung calorie adjustment,Cardio,48.0,1,,,,,
2019-04-14,"""Golf, using power cart""",Cardio,892.0,210,,,,,
2019-04-14,Samsung calorie adjustment,Cardio,118.0,1,,,,,
2019-04-15,Samsung calorie adjustment,Cardio,258.0,1,,,,,
2019-04-16,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-04-17,Samsung calorie adjustment,Cardio,106.0,1,,,,,
2019-04-18,Samsung calorie adjustment,Cardio,842.0,1,,,,,
2019-04-19,Samsung calorie adjustment,Cardio,1100.0,1,,,,,
2019-04-20,Samsung calorie adjustment,Cardio,469.0,1,,,,,
2019-04-21,Samsung calorie adjustment,Cardio,512.0,1,,,,,
2019-04-22,Samsung calorie adjustment,Cardio,1182.0,1,,,,,
2019-04-23,Samsung calorie adjustment,Cardio,566.0,1,,,,,
2019-04-24,Samsung calorie adjustment,Cardio,775.0,1,,,,,
2019-04-25,Samsung calorie adjustment,Cardio,232.0,1,,,,,
2019-04-26,Samsung calorie adjustment,Cardio,155.0,1,,,,,
2019-04-27,Samsung calorie adjustment,Cardio,277.0,1,,,,,
2019-04-28,Samsung calorie adjustment,Cardio,126.0,1,,,,,
2019-04-29,Samsung calorie adjustment,Cardio,365.0,1,,,,,
2019-04-30,Samsung calorie adjustment,Cardio,152.0,1,,,,,
2019-05-01,Samsung calorie adjustment,Cardio,409.0,1,,,,,
2019-05-02,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2019-05-03,Samsung calorie adjustment,Cardio,369.0,1,,,,,
2019-05-04,Samsung calorie adjustment,Cardio,252.0,1,,,,,
2019-05-05,Samsung calorie adjustment,Cardio,293.0,1,,,,,
2019-05-06,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2019-05-07,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2019-05-08,Samsung calorie adjustment,Cardio,425.0,1,,,,,
2019-05-09,Samsung calorie adjustment,Cardio,232.0,1,,,,,
2019-05-10,Samsung calorie adjustment,Cardio,434.0,1,,,,,
2019-05-11,Samsung calorie adjustment,Cardio,150.0,1,,,,,
2019-05-12,Samsung calorie adjustment,Cardio,318.0,1,,,,,
2019-05-13,Samsung calorie adjustment,Cardio,350.0,1,,,,,
2019-05-14,Samsung calorie adjustment,Cardio,456.0,1,,,,,
2019-05-15,Samsung calorie adjustment,Cardio,196.0,1,,,,,
2019-05-16,Samsung calorie adjustment,Cardio,396.0,1,,,,,
2019-05-17,Samsung calorie adjustment,Cardio,221.0,1,,,,,
2019-05-18,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2019-05-19,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2019-05-20,Samsung calorie adjustment,Cardio,325.0,1,,,,,
2019-05-21,Samsung calorie adjustment,Cardio,360.0,1,,,,,
2019-05-22,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2019-05-23,Samsung calorie adjustment,Cardio,250.0,1,,,,,
2019-05-24,Samsung calorie adjustment,Cardio,315.0,1,,,,,
2019-05-25,Samsung calorie adjustment,Cardio,431.0,1,,,,,
2019-05-26,Samsung calorie adjustment,Cardio,177.0,1,,,,,
2019-05-27,Samsung calorie adjustment,Cardio,259.0,1,,,,,
2019-05-28,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2019-05-29,Samsung calorie adjustment,Cardio,316.0,1,,,,,
2019-05-30,Samsung calorie adjustment,Cardio,224.0,1,,,,,
2019-05-31,Samsung calorie adjustment,Cardio,346.0,1,,,,,
2019-06-01,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2019-06-02,Samsung calorie adjustment,Cardio,113.0,1,,,,,
2019-06-03,Samsung calorie adjustment,Cardio,530.0,1,,,,,
2019-06-04,Samsung calorie adjustment,Cardio,165.0,1,,,,,
2019-06-05,Samsung calorie adjustment,Cardio,349.0,1,,,,,
2019-06-06,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2019-06-07,Samsung calorie adjustment,Cardio,306.0,1,,,,,
2019-06-08,Samsung calorie adjustment,Cardio,130.0,1,,,,,
2019-06-09,Samsung calorie adjustment,Cardio,80.0,1,,,,,
2019-06-10,Samsung calorie adjustment,Cardio,470.0,1,,,,,
2019-06-11,Samsung calorie adjustment,Cardio,166.0,1,,,,,
2019-06-12,Samsung calorie adjustment,Cardio,515.0,1,,,,,
2019-06-13,Samsung calorie adjustment,Cardio,186.0,1,,,,,
2019-06-14,Samsung calorie adjustment,Cardio,338.0,1,,,,,
2019-06-15,Samsung calorie adjustment,Cardio,869.0,1,,,,,
2019-06-16,Samsung calorie adjustment,Cardio,339.0,1,,,,,
2019-06-17,Samsung calorie adjustment,Cardio,347.0,1,,,,,
2019-06-18,Samsung calorie adjustment,Cardio,105.0,1,,,,,
2019-06-19,Samsung calorie adjustment,Cardio,431.0,1,,,,,
2019-06-20,Samsung calorie adjustment,Cardio,210.0,1,,,,,
2019-06-21,Samsung calorie adjustment,Cardio,576.0,1,,,,,
2019-06-22,Samsung calorie adjustment,Cardio,120.0,1,,,,,
2019-06-23,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2019-06-24,Samsung calorie adjustment,Cardio,155.0,1,,,,,
2019-06-25,Samsung calorie adjustment,Cardio,365.0,1,,,,,
2019-06-26,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2019-06-27,Samsung calorie adjustment,Cardio,140.0,1,,,,,
2019-06-28,"""Dancing, general""",Cardio,640.0,120,,,,,
2019-06-28,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2019-06-29,Samsung calorie adjustment,Cardio,110.0,1,,,,,
2019-06-30,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2019-07-01,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2019-07-02,Samsung calorie adjustment,Cardio,379.0,1,,,,,
2019-07-03,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2019-07-04,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2019-07-05,Samsung calorie adjustment,Cardio,411.0,1,,,,,
2019-07-06,Samsung calorie adjustment,Cardio,681.0,1,,,,,
2019-07-07,Samsung calorie adjustment,Cardio,921.0,1,,,,,
2019-07-08,Samsung calorie adjustment,Cardio,590.0,1,,,,,
2019-07-09,Samsung calorie adjustment,Cardio,700.0,1,,,,,
2019-07-10,Samsung calorie adjustment,Cardio,974.0,1,,,,,
2019-07-11,Samsung calorie adjustment,Cardio,1344.0,1,,,,,
2019-07-12,Samsung calorie adjustment,Cardio,471.0,1,,,,,
2019-07-13,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2019-07-14,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2019-07-15,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2019-07-16,"""Softball or baseball, fast or slow pitch""",Cardio,356.0,60,,,,,
2019-07-16,Samsung calorie adjustment,Cardio,394.0,1,,,,,
2019-07-17,Samsung calorie adjustment,Cardio,283.0,1,,,,,
2019-07-18,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2019-07-19,Samsung calorie adjustment,Cardio,179.0,1,,,,,
2019-07-20,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2019-07-21,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2019-07-22,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2019-07-23,Samsung calorie adjustment,Cardio,530.0,1,,,,,
2019-07-24,Samsung calorie adjustment,Cardio,261.0,1,,,,,
2019-07-25,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2019-07-26,Samsung calorie adjustment,Cardio,276.0,1,,,,,
2019-07-27,Samsung calorie adjustment,Cardio,119.0,1,,,,,
2019-07-28,Samsung calorie adjustment,Cardio,170.0,1,,,,,
2019-07-29,Samsung calorie adjustment,Cardio,395.0,1,,,,,
2019-07-30,Samsung calorie adjustment,Cardio,322.0,1,,,,,
2019-07-31,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2019-08-01,Samsung calorie adjustment,Cardio,256.0,1,,,,,
2019-08-02,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2019-08-03,Samsung calorie adjustment,Cardio,355.0,1,,,,,
2019-08-04,Samsung calorie adjustment,Cardio,111.0,1,,,,,
2019-08-05,Samsung calorie adjustment,Cardio,166.0,1,,,,,
2019-08-06,Samsung calorie adjustment,Cardio,187.0,1,,,,,
2019-08-07,Samsung calorie adjustment,Cardio,416.0,1,,,,,
2019-08-08,Samsung calorie adjustment,Cardio,246.0,1,,,,,
2019-08-09,Samsung calorie adjustment,Cardio,340.0,1,,,,,
2019-08-10,Samsung calorie adjustment,Cardio,247.0,1,,,,,
2019-08-11,Samsung calorie adjustment,Cardio,165.0,1,,,,,
2019-08-12,Samsung calorie adjustment,Cardio,385.0,1,,,,,
2019-08-13,Samsung calorie adjustment,Cardio,236.0,1,,,,,
2019-08-14,Samsung calorie adjustment,Cardio,183.0,1,,,,,
2019-08-15,Samsung calorie adjustment,Cardio,627.0,1,,,,,
2019-08-16,Samsung calorie adjustment,Cardio,621.0,1,,,,,
2019-08-17,"""Dancing, general""",Cardio,640.0,120,,,,,
2019-08-17,Samsung calorie adjustment,Cardio,474.0,1,,,,,
2019-08-18,Samsung calorie adjustment,Cardio,762.0,1,,,,,
2019-08-19,Samsung calorie adjustment,Cardio,189.0,1,,,,,
2019-08-20,Samsung calorie adjustment,Cardio,196.0,1,,,,,
2019-08-21,Samsung calorie adjustment,Cardio,158.0,1,,,,,
2019-08-22,Samsung calorie adjustment,Cardio,136.0,1,,,,,
2019-08-23,Samsung calorie adjustment,Cardio,230.0,1,,,,,
2019-08-24,Samsung calorie adjustment,Cardio,395.0,1,,,,,
2019-08-25,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2019-08-26,Samsung calorie adjustment,Cardio,198.0,1,,,,,
2019-08-27,Samsung calorie adjustment,Cardio,231.0,1,,,,,
2019-08-28,Samsung calorie adjustment,Cardio,218.0,1,,,,,
2019-08-29,Samsung calorie adjustment,Cardio,273.0,1,,,,,
2019-09-29,Samsung calorie adjustment,Cardio,190.0,1,,,,,
2019-09-30,Samsung calorie adjustment,Cardio,84.0,1,,,,,
2019-10-01,Samsung calorie adjustment,Cardio,138.0,1,,,,,
2019-10-02,Samsung calorie adjustment,Cardio,383.0,1,,,,,
2019-10-03,Samsung calorie adjustment,Cardio,288.0,1,,,,,
2019-10-04,Samsung calorie adjustment,Cardio,165.0,1,,,,,
2019-10-05,Samsung calorie adjustment,Cardio,313.0,1,,,,,
2019-10-06,Samsung calorie adjustment,Cardio,270.0,1,,,,,
2019-10-07,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2019-10-08,Samsung calorie adjustment,Cardio,200.0,1,,,,,
