Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2020-11-22,Regular,2699.1,88.7,17.0,4.9,4.7,0.0,733.8,1647.2,4777.5,322.2,43.7,10.7,172.2,94.2,398.3,17.0,114.5,
2020-11-23,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-11-24,Irregular,1027.0,17.5,5.1,2.5,1.3,0.0,117.0,1018.0,149.8,170.1,2.2,6.3,39.8,69.8,39.0,11.1,37.5,
2020-11-24,Regular,2089.2,78.4,13.4,3.2,5.3,0.0,260.0,1295.5,1110.0,225.1,32.4,10.1,147.5,27.6,135.7,11.3,51.3,
2020-11-25,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-11-26,Regular,2699.1,88.7,17.0,4.9,4.7,0.0,733.8,1647.2,4777.5,322.2,43.7,10.7,172.2,94.2,398.3,17.0,114.5,
2020-11-27,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-11-28,Irregular,1219.0,33.0,10.0,0.0,0.0,0.0,155.0,2090.0,0.0,129.0,15.0,21.6,61.0,20.0,35.0,30.0,37.0,
2020-11-28,Regular,1424.2,22.4,2.9,3.2,5.3,0.0,260.0,910.5,406.5,200.6,21.9,3.1,119.5,27.6,135.7,4.3,44.3,
2020-11-29,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-11-30,Regular,2699.1,88.7,17.0,4.9,4.7,0.0,733.8,1647.2,4777.5,322.2,43.7,10.7,172.2,94.2,398.3,17.0,114.5,
2020-12-01,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-12-02,Regular,2374.2,102.4,17.9,3.2,5.3,0.0,260.0,1460.5,1411.5,235.6,36.9,13.1,159.5,27.6,135.7,14.3,54.3,
2020-12-03,Regular,2699.2,88.4,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,333.1,48.4,10.1,177.5,27.6,135.7,11.3,91.3,
2020-12-04,Regular,2699.2,88.4,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,333.1,48.4,10.1,177.5,27.6,135.7,11.3,91.3,
2020-12-05,Regular,2699.2,88.4,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,333.1,48.4,10.1,177.5,27.6,135.7,11.3,91.3,
2020-12-06,Regular,2375.3,102.7,18.3,0.0,3.5,0.0,230.7,1426.0,1775.5,239.2,43.3,14.0,158.0,40.0,160.0,19.0,55.8,
2020-12-07,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-12-08,Regular,2699.2,88.4,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,333.1,48.4,10.1,177.5,27.6,135.7,11.3,91.3,
2020-12-09,Regular,2700.3,88.7,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,336.7,54.8,11.0,176.0,40.0,160.0,16.0,92.8,
2020-12-10,Regular,2748.6,92.7,17.7,4.9,4.7,0.0,733.8,1674.9,4841.5,324.4,44.4,11.2,174.3,94.2,399.1,17.5,115.1,
2020-12-11,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-12,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2020-12-13,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-14,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-15,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2020-12-16,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-17,Regular,2748.6,92.7,17.7,4.9,4.7,0.0,733.8,1674.9,4841.5,324.4,44.4,11.2,174.3,94.2,399.1,17.5,115.1,
2020-12-18,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-19,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2020-12-20,Regular,2797.0,93.0,14.6,4.0,7.5,0.0,230.7,1438.5,2234.3,348.7,55.9,11.5,179.0,40.0,160.0,16.5,94.0,
2020-12-21,Regular,1281.3,38.7,6.4,1.6,3.6,0.0,195.0,850.3,659.8,151.1,24.0,5.1,102.3,13.8,67.8,7.2,38.7,
2020-12-25,Irregular,672.0,29.0,4.0,0.0,0.0,0.0,0.0,294.0,742.0,80.8,14.2,23.1,28.8,0.0,0.0,11.0,22.0,
2020-12-26,Regular,1583.3,21.5,2.0,3.0,7.0,0.0,260.0,1020.0,1190.0,230.0,37.0,3.0,140.7,40.0,160.0,8.0,73.0,
2020-12-27,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2020-12-28,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2020-12-29,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2020-12-30,Irregular,280.0,15.0,3.5,5.0,4.2,0.0,95.0,170.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,2.0,4.0,
2020-12-30,Regular,2030.0,77.5,13.5,0.0,3.0,0.0,195.0,1130.0,1294.0,230.0,36.0,10.0,131.0,20.0,80.0,14.0,49.0,
2020-12-31,Regular,475.0,40.0,7.5,0.0,0.0,0.0,0.0,275.0,502.5,17.5,7.5,5.0,20.0,0.0,0.0,5.0,5.0,
2021-01-04,Irregular,350.0,12.0,5.0,0.0,0.0,0.0,75.0,1100.0,0.0,30.0,5.0,8.0,29.0,25.0,20.0,35.0,10.0,
2021-01-04,Regular,2400.3,77.7,11.8,4.0,6.5,0.0,165.7,1126.0,1903.5,314.8,49.8,9.0,144.6,20.0,80.0,13.0,84.8,
2021-01-05,Regular,2749.6,88.8,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,343.6,48.8,10.1,178.6,27.6,135.7,11.3,92.0,
2021-01-06,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2021-01-07,Regular,2748.6,92.7,17.7,4.9,4.7,0.0,733.8,1674.9,4841.5,324.4,44.4,11.2,174.3,94.2,399.1,17.5,115.1,
2021-01-08,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2021-01-09,Regular,2797.1,92.8,14.2,7.2,9.3,0.0,260.0,1473.0,1870.3,345.4,49.6,10.6,180.6,27.6,135.7,11.8,92.5,
2021-01-10,Regular,2749.5,89.0,13.8,4.0,7.5,0.0,230.7,1411.0,2184.0,346.9,55.1,11.0,177.0,40.0,160.0,16.0,93.5,
2021-01-11,Regular,2798.1,92.8,17.7,4.9,4.7,0.0,733.8,1679.9,5172.2,334.8,45.7,11.2,176.0,94.2,419.5,17.5,119.2,
2021-01-12,Regular,2799.8,93.0,14.6,4.0,7.6,0.0,232.4,1444.0,2234.3,348.7,55.9,11.5,179.6,40.0,160.0,16.5,94.1,
2021-01-13,Regular,2799.9,92.9,14.2,7.2,9.3,0.0,261.6,1478.5,1870.3,345.4,49.6,10.6,181.2,27.6,135.7,11.8,92.6,
2021-01-14,Regular,2799.8,93.0,14.6,4.0,7.6,0.0,232.4,1444.0,2234.3,348.7,55.9,11.5,179.6,40.0,160.0,16.5,94.1,
2021-01-15,Regular,2798.1,92.8,17.7,4.9,4.7,0.0,733.8,1679.9,5172.2,334.8,45.7,11.2,176.0,94.2,419.5,17.5,119.2,
2021-01-16,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-16,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-01-17,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-17,Regular,2689.9,90.4,13.7,7.2,8.3,0.0,196.6,1258.5,1870.3,345.4,49.6,10.6,158.2,27.6,135.7,11.8,88.6,
2021-01-18,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-18,Regular,2689.9,90.4,13.7,7.2,8.3,0.0,196.6,1258.5,1870.3,345.4,49.6,10.6,158.2,27.6,135.7,11.8,88.6,
2021-01-19,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-19,Regular,2688.7,91.3,17.3,4.9,3.9,0.0,685.0,1503.9,4442.0,328.9,43.6,11.2,156.7,94.2,374.4,17.5,108.3,
2021-01-20,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-20,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-01-21,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-21,Regular,2689.9,90.4,13.7,7.2,8.3,0.0,196.6,1258.5,1870.3,345.4,49.6,10.6,158.2,27.6,135.7,11.8,88.6,
2021-01-22,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-22,Regular,2614.8,91.5,14.1,5.0,7.6,0.0,167.4,1224.0,2374.3,331.2,58.4,11.5,157.0,40.0,160.0,16.5,97.0,
2021-01-23,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-23,Regular,2690.6,91.0,17.3,4.9,3.9,0.0,685.0,1507.4,4676.2,329.4,44.1,11.2,157.1,94.2,388.9,17.5,110.8,
2021-01-24,Irregular,942.8,17.5,4.3,0.0,0.0,0.0,137.0,1406.8,0.0,126.3,0.7,16.0,65.4,69.8,39.0,4.5,21.8,
2021-01-24,Regular,1813.8,58.1,9.8,0.0,2.6,0.0,167.4,920.0,1242.8,230.8,35.6,8.7,115.4,40.0,160.0,13.7,47.3,
2021-01-25,Irregular,734.0,8.6,1.0,0.0,2.0,0.0,170.0,580.0,0.0,85.4,3.6,3.0,79.8,0.0,0.0,0.0,11.2,
2021-01-25,Regular,1908.3,64.1,9.3,5.6,5.9,0.0,81.3,752.8,1621.1,262.1,43.6,7.6,101.5,13.8,67.8,9.7,73.8,
2021-01-26,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-26,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-01-27,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-27,Regular,2690.6,91.0,17.3,4.9,3.9,0.0,685.0,1507.4,4676.2,329.4,44.1,11.2,157.1,94.2,388.9,17.5,110.8,
2021-01-28,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-28,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-01-29,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-29,Regular,2689.9,90.4,13.7,7.2,8.3,0.0,196.6,1258.5,1870.3,345.4,49.6,10.6,158.2,27.6,135.7,11.8,88.6,
2021-01-30,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-01-30,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-01-31,Regular,2798.1,92.8,17.7,4.9,4.7,0.0,733.8,1679.9,5172.2,334.8,45.7,11.2,176.0,94.2,419.5,17.5,119.2,
2021-02-01,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-02-01,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-02-02,Irregular,110.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,
2021-02-02,Regular,2689.8,90.5,14.1,4.0,6.6,0.0,167.4,1224.0,2234.3,348.7,55.9,11.5,156.6,40.0,160.0,16.5,90.1,
2021-02-03,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-03,Regular,2728.2,91.4,14.3,4.0,6.9,0.0,190.1,1301.0,2234.3,348.7,55.9,11.5,164.7,40.0,160.0,16.5,91.5,
2021-02-04,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-04,Regular,2728.1,101.5,17.4,4.9,4.0,0.0,138.1,1489.7,4753.9,329.2,48.3,14.2,153.0,76.2,388.1,14.5,101.4,
2021-02-05,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-05,Regular,1415.5,67.4,12.1,0.0,1.6,0.0,105.6,790.0,1088.8,137.9,25.1,9.0,84.7,20.0,80.0,11.5,30.1,
2021-02-06,Regular,2502.0,72.2,10.6,4.0,7.2,0.0,211.2,1235.0,1983.0,334.8,52.0,9.0,161.6,40.0,160.0,14.0,90.0,
2021-02-07,Irregular,821.0,22.7,1.6,0.1,3.0,0.0,240.0,2006.0,211.0,52.0,11.7,3.3,103.8,35.0,12.2,37.0,13.0,
2021-02-07,Regular,1180.5,35.7,5.7,1.6,2.2,0.0,105.6,547.8,659.8,161.5,24.4,5.1,71.8,13.8,67.8,7.2,33.9,
2021-02-08,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-08,Regular,1930.5,62.0,12.6,3.2,3.7,0.0,709.4,1407.6,3527.3,217.4,33.7,7.1,141.7,80.4,271.8,14.3,93.5,
2021-02-09,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-09,Regular,1929.9,63.4,10.9,0.0,3.9,0.0,251.9,1222.5,1273.0,220.5,35.7,9.0,145.3,40.0,160.0,14.0,52.0,
2021-02-10,Irregular,70.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,
2021-02-10,Regular,1928.9,63.0,10.5,3.2,5.6,0.0,276.3,1240.5,909.0,218.6,29.4,8.1,145.4,27.6,135.7,9.3,50.4,
2021-02-11,Irregular,35.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,
2021-02-11,Regular,1963.1,63.1,12.8,3.2,4.2,0.0,741.9,1517.6,3527.3,212.8,33.5,7.1,152.7,80.4,271.8,14.3,95.2,
2021-02-12,Regular,1015.0,25.3,4.3,0.0,2.5,0.0,162.5,700.0,871.0,127.0,27.0,5.0,89.5,40.0,160.0,10.0,37.0,
2021-02-13,Regular,665.0,56.0,10.5,0.0,0.0,0.0,0.0,385.0,703.5,24.5,10.5,7.0,28.0,0.0,0.0,7.0,7.0,
2021-02-14,Regular,2000.4,64.7,10.9,3.2,6.2,0.0,318.5,1383.5,909.0,218.6,29.4,8.1,160.3,27.6,135.7,9.3,53.0,
2021-02-15,Regular,2190.4,80.7,13.9,3.2,6.2,0.0,318.5,1493.5,1110.0,225.6,32.4,10.1,168.3,27.6,135.7,11.3,55.0,
2021-02-16,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-02-17,Regular,2698.0,88.0,13.3,7.2,9.1,0.0,243.8,1390.5,1820.0,338.6,48.6,10.1,172.4,27.6,135.7,11.3,90.7,
2021-02-18,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-02-19,Regular,2363.2,76.2,14.7,4.9,4.8,0.0,741.9,1577.9,3676.1,273.6,37.4,9.2,162.8,94.2,339.6,15.5,100.7,
2021-02-20,Irregular,970.0,33.9,13.5,0.0,0.0,0.0,270.0,2164.0,0.0,64.0,2.0,24.0,96.2,6.0,0.0,14.0,14.0,
2021-02-20,Regular,1409.9,59.6,9.9,2.0,3.8,0.0,113.8,735.0,1218.0,154.1,29.7,7.5,88.3,20.0,80.0,10.0,46.8,
2021-02-21,Regular,1077.4,41.7,7.5,0.0,3.0,0.0,195.0,900.0,737.0,93.1,18.7,5.5,99.0,20.0,80.0,8.0,29.8,
2021-02-22,Regular,2300.7,71.7,10.9,4.0,7.7,0.0,242.1,1329.5,1828.0,278.1,42.9,8.5,163.4,40.0,160.0,12.0,81.2,
2021-02-23,Regular,2363.2,76.2,14.7,4.9,4.8,0.0,741.9,1577.9,3676.1,273.6,37.4,9.2,162.8,94.2,339.6,15.5,100.7,
2021-02-24,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-02-25,Regular,2698.0,88.0,13.3,7.2,9.1,0.0,243.8,1390.5,1820.0,338.6,48.6,10.1,172.4,27.6,135.7,11.3,90.7,
2021-02-26,Regular,2700.3,88.2,13.6,4.0,7.3,0.0,212.9,1350.5,2184.0,343.0,55.0,11.0,170.3,40.0,160.0,16.0,92.1,
2021-02-27,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-02-28,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-01,Regular,2698.0,88.0,13.3,7.2,9.1,0.0,243.8,1390.5,1820.0,338.6,48.6,10.1,172.4,27.6,135.7,11.3,90.7,
2021-03-02,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-03,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-03-04,Regular,2750.2,89.0,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,348.2,55.2,11.0,176.0,40.0,160.0,16.0,93.4,
2021-03-05,Regular,2751.0,88.6,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,346.7,48.9,10.1,176.0,27.6,135.7,11.3,91.8,
2021-03-06,Regular,2750.2,89.0,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,348.2,55.2,11.0,176.0,40.0,160.0,16.0,93.4,
2021-03-07,Regular,2751.0,88.6,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,346.7,48.9,10.1,176.0,27.6,135.7,11.3,91.8,
2021-03-08,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-03-09,Regular,2498.3,76.3,11.6,4.0,7.6,0.0,234.0,1339.5,2033.3,318.1,52.1,9.5,169.8,40.0,160.0,14.5,90.5,
2021-03-10,Regular,2498.3,76.3,11.6,4.0,7.6,0.0,234.0,1339.5,2033.3,318.1,52.1,9.5,169.8,40.0,160.0,14.5,90.5,
2021-03-11,Irregular,387.0,15.8,4.1,0.0,0.0,0.0,137.0,766.5,0.0,34.0,0.8,15.7,22.9,0.0,0.0,0.0,0.0,
2021-03-11,Regular,1696.8,58.1,10.2,0.0,3.8,0.0,243.8,1157.7,1058.4,181.8,28.9,7.8,133.8,30.0,120.0,11.5,44.4,
2021-03-13,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-14,Regular,2751.0,88.6,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,346.7,48.9,10.1,176.0,27.6,135.7,11.3,91.8,
2021-03-15,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-03-16,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-17,Regular,2700.6,88.2,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,336.3,48.5,10.1,175.0,27.6,135.7,11.3,91.0,
2021-03-18,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-19,Irregular,902.5,20.5,20.5,0.0,0.0,0.0,0.0,34.0,0.0,95.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,
2021-03-19,Regular,1849.3,70.9,12.1,3.2,4.1,0.0,178.8,993.0,1059.8,212.1,31.3,9.6,115.7,27.6,135.7,10.8,45.0,
2021-03-20,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-21,Regular,2700.6,88.2,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,336.3,48.5,10.1,175.0,27.6,135.7,11.3,91.0,
2021-03-22,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-03-23,Regular,2700.6,88.2,13.3,7.2,9.2,0.0,251.9,1418.0,1820.0,336.3,48.5,10.1,175.0,27.6,135.7,11.3,91.0,
2021-03-24,Regular,1430.0,42.3,6.8,3.2,4.1,0.0,178.8,800.5,708.0,181.8,25.4,6.1,99.8,27.6,135.7,7.3,40.3,
2021-03-25,Regular,990.0,13.0,2.0,0.0,4.0,0.0,260.0,920.0,670.0,120.0,24.0,3.0,116.0,40.0,160.0,8.0,41.0,
2021-03-26,Regular,2499.2,79.5,11.8,7.2,9.2,0.0,251.9,1363.0,1719.5,310.7,46.3,9.1,168.7,27.6,135.7,10.3,88.5,
2021-03-27,Regular,2199.6,70.5,12.2,0.0,4.8,0.0,308.8,1442.5,1323.3,248.4,37.4,9.5,170.2,40.0,160.0,14.5,57.8,
2021-03-28,Regular,2197.2,72.1,14.3,4.9,5.2,0.0,771.1,1649.4,3625.9,237.1,35.5,8.7,167.6,94.2,339.6,15.0,99.6,
2021-03-29,Regular,2321.8,73.4,11.3,4.0,8.5,0.0,292.5,1490.0,1623.0,271.5,44.1,7.0,178.9,0.0,0.0,10.0,87.2,
2021-03-30,Regular,2198.2,73.2,12.3,3.2,6.1,0.0,308.8,1405.5,1009.5,246.8,31.8,9.1,163.4,27.6,135.7,10.3,55.1,
2021-03-31,Regular,1261.8,35.6,6.0,0.0,3.0,0.0,195.0,845.0,611.5,153.0,23.6,4.0,102.4,0.0,0.0,7.0,38.2,
2021-04-01,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-04-02,Regular,1036.8,11.6,1.5,0.0,3.0,0.0,195.0,700.0,670.0,152.5,25.1,3.0,96.4,40.0,160.0,8.0,39.2,
2021-04-03,Regular,2198.2,73.2,12.3,3.2,6.1,0.0,308.8,1405.5,1009.5,246.8,31.8,9.1,163.4,27.6,135.7,10.3,55.1,
2021-04-04,Regular,2501.2,79.9,12.3,4.0,7.5,0.0,227.5,1345.0,2083.5,312.8,52.6,10.0,168.7,40.0,160.0,15.0,90.2,
2021-04-05,Regular,2501.2,79.9,12.3,4.0,7.5,0.0,227.5,1345.0,2083.5,312.8,52.6,10.0,168.7,40.0,160.0,15.0,90.2,
2021-04-06,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-04-07,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-04-08,Regular,2699.2,88.4,13.4,7.2,9.3,0.0,260.0,1445.5,1820.0,333.1,48.4,10.1,177.5,27.6,135.7,11.3,91.3,
2021-04-09,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-04-10,Regular,2698.7,88.5,17.0,4.9,4.7,0.0,733.8,1649.5,4929.1,322.3,44.0,10.7,172.5,94.2,407.6,17.0,115.9,
2021-04-11,Regular,2699.8,88.6,13.8,4.0,7.5,0.0,227.5,1400.0,2184.0,337.8,54.8,11.0,175.0,40.0,160.0,16.0,92.6,
2021-04-12,Irregular,1370.0,63.6,7.2,21.1,14.1,0.0,30.0,2158.8,1090.4,182.8,10.0,35.1,26.9,0.0,42.0,0.0,7.0,
2021-04-12,Regular,1986.9,77.2,11.9,5.6,6.6,0.0,130.0,990.3,1616.8,232.7,37.5,8.6,117.8,13.8,67.8,9.2,69.2,
