Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2018-03-06,Regular,1950.0,65.4,18.4,3.2,3.3,0.0,2165.0,1266.5,2898.7,196.6,26.3,3.1,142.2,93.6,242.0,26.3,97.6,
2018-03-07,Regular,1950.0,65.4,18.4,3.2,3.3,0.0,2165.0,1266.5,2898.7,196.6,26.3,3.1,142.2,93.6,242.0,26.3,97.6,
2018-03-08,Regular,1950.0,65.4,18.4,3.2,3.3,0.0,2165.0,1266.5,2898.7,196.6,26.3,3.1,142.2,93.6,242.0,26.3,97.6,
2018-03-09,Regular,1181.1,16.0,1.9,1.6,3.6,0.0,195.0,685.3,358.3,178.9,20.8,2.1,94.3,13.8,67.8,4.2,38.3,
2018-03-11,Regular,2359.0,104.3,31.9,12.5,24.3,0.0,867.3,2992.2,724.4,161.0,16.6,58.7,81.8,45.8,2.2,46.5,46.3,
2018-03-12,Regular,1000.0,29.0,12.0,0.0,2.0,0.0,351.0,837.0,70.0,149.8,11.4,9.0,68.5,23.0,0.0,7.4,26.2,
2018-03-13,Regular,757.7,38.0,12.8,0.4,0.2,0.0,1185.0,2123.0,870.2,49.4,5.7,4.4,65.0,42.0,0.1,16.4,39.3,
2018-03-14,Regular,988.0,34.2,9.0,0.0,0.0,0.0,1170.0,1700.0,820.0,96.8,3.2,0.0,65.6,36.0,0.0,12.0,38.4,
2018-03-15,Regular,200.0,11.0,3.0,0.0,0.0,0.0,400.0,780.0,340.0,2.0,0.0,0.0,22.0,12.0,0.0,4.0,12.0,
2018-03-16,Regular,588.0,12.2,3.0,0.0,0.0,0.0,370.0,140.0,140.0,92.8,3.2,0.0,21.6,12.0,0.0,4.0,14.4,
2018-03-17,Regular,840.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,6.0,0.0,18.0,0.0,0.0,0.0,12.0,
2018-03-19,Regular,245.9,8.5,2.1,0.0,0.0,0.0,25.6,165.1,0.0,32.6,2.2,0.3,8.4,0.0,0.0,0.9,4.8,
2018-03-24,Regular,200.0,11.0,3.0,0.0,0.0,0.0,400.0,780.0,340.0,2.0,0.0,0.0,22.0,12.0,0.0,4.0,12.0,
2018-03-25,Regular,1160.0,42.6,18.8,0.0,3.0,0.0,630.0,1255.0,140.0,157.6,17.0,5.2,99.5,38.0,0.0,6.6,35.8,
2018-03-26,Regular,2399.1,66.2,18.4,3.2,3.3,0.0,2165.0,1311.8,5902.3,291.4,37.4,3.1,157.5,93.6,427.4,26.3,134.6,
2018-03-27,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-03-28,Regular,2454.1,67.3,18.4,3.2,3.3,0.0,2165.0,1298.7,5034.3,302.3,35.5,3.1,157.1,93.6,373.8,26.3,126.5,
2018-03-29,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-03-30,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-03-31,Regular,2549.6,77.2,20.9,8.6,8.6,0.0,2100.0,1150.8,5577.0,306.7,42.1,8.1,149.7,79.8,294.9,22.2,164.1,
2018-04-01,Regular,2549.6,77.2,20.9,8.6,8.6,0.0,2100.0,1150.8,5577.0,306.7,42.1,8.1,149.7,79.8,294.9,22.2,164.1,
2018-04-02,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-03,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-04,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-05,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-06,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-07,Regular,2450.8,77.0,20.9,8.6,8.6,0.0,2100.0,1140.8,4915.7,285.8,39.7,8.1,146.3,79.8,254.1,22.2,156.0,
2018-04-08,Regular,2450.8,77.0,20.9,8.6,8.6,0.0,2100.0,1140.8,4915.7,285.8,39.7,8.1,146.3,79.8,254.1,22.2,156.0,
2018-04-09,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-10,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-11,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-12,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-13,Regular,2449.4,77.6,17.7,10.0,15.3,0.0,1610.0,1236.6,4190.5,291.3,36.1,4.6,146.4,75.6,334.7,20.3,109.7,
2018-04-14,Regular,2450.8,77.0,20.9,8.6,8.6,0.0,2100.0,1140.8,4915.7,285.8,39.7,8.1,146.3,79.8,254.1,22.2,156.0,
2018-04-15,Regular,2500.2,77.1,20.9,8.6,8.6,0.0,2100.0,1145.8,5246.3,296.2,40.9,8.1,148.0,79.8,274.5,22.2,160.0,
2018-04-16,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-17,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-18,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-19,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-20,Regular,2498.8,77.7,17.7,10.0,15.3,0.0,1610.0,1241.6,4521.2,301.8,37.4,4.6,148.0,75.6,355.1,20.3,113.8,
2018-04-21,Regular,2500.2,77.1,20.9,8.6,8.6,0.0,2100.0,1145.8,5246.3,296.2,40.9,8.1,148.0,79.8,274.5,22.2,160.0,
2018-04-22,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-04-23,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-04-24,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-04-25,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-04-26,Regular,2081.9,65.6,18.4,3.2,3.3,0.0,2165.0,1279.8,3780.5,224.5,29.5,3.1,146.7,93.6,296.4,26.3,108.4,
2018-04-27,Irregular,695.5,33.0,17.9,0.0,0.0,0.0,58.4,978.2,912.0,69.3,5.1,11.4,33.3,0.0,36.8,7.2,46.4,
2018-04-27,Regular,1554.6,37.4,10.5,1.6,2.9,0.0,1256.3,1006.2,6158.6,181.1,21.6,1.1,117.0,49.8,419.1,12.2,104.0,
2018-04-28,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-04-29,Regular,2549.6,77.2,20.9,8.6,8.6,0.0,2100.0,1150.8,5577.0,306.7,42.1,8.1,149.7,79.8,294.9,22.2,164.1,
2018-04-30,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-01,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-02,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-03,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-04,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-05,Regular,2549.6,77.2,20.9,8.6,8.6,0.0,2100.0,1150.8,5577.0,306.7,42.1,8.1,149.7,79.8,294.9,22.2,164.1,
2018-05-06,Regular,2601.1,81.7,22.4,8.6,8.6,0.0,2285.0,1218.9,5523.0,302.8,41.7,8.1,155.0,85.8,287.2,24.2,166.6,
2018-05-07,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-08,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-09,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-10,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-11,Irregular,185.0,9.5,3.5,0.0,0.0,0.0,0.0,200.0,0.0,23.5,0.5,13.0,2.5,0.0,0.0,1.0,5.0,
2018-05-11,Regular,2412.9,67.2,18.4,3.2,3.3,0.0,2165.0,1294.6,4758.7,293.6,34.5,3.1,155.7,93.6,356.8,26.3,123.1,
2018-05-12,Regular,2601.1,81.7,22.4,8.6,8.6,0.0,2285.0,1218.9,5523.0,302.8,41.7,8.1,155.0,85.8,287.2,24.2,166.6,
2018-05-13,Regular,2601.1,81.7,22.4,8.6,8.6,0.0,2285.0,1218.9,5523.0,302.8,41.7,8.1,155.0,85.8,287.2,24.2,166.6,
2018-05-14,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-15,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-16,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-17,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-18,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-05-19,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-05-20,Regular,3049.8,80.9,21.4,9.6,9.6,0.0,2100.0,1186.2,8059.2,407.6,54.8,9.1,166.6,79.8,439.5,22.2,203.0,
2018-05-21,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-05-22,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-23,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-05-24,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-25,Regular,1999.5,65.5,18.4,3.2,3.3,0.0,2165.0,1271.5,3229.4,207.1,27.5,3.1,143.9,93.6,262.4,26.3,101.6,
2018-05-26,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-05-27,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-05-28,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-05-29,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-05-30,Irregular,940.0,38.0,7.0,0.0,0.0,0.0,300.0,1660.0,0.0,128.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,
2018-05-30,Regular,1860.7,50.5,14.9,1.6,2.6,0.0,1795.0,1173.6,7195.2,207.2,24.6,1.1,133.4,67.8,470.1,18.2,125.2,
2018-05-31,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-01,Irregular,940.0,38.0,7.0,0.0,0.0,0.0,300.0,1660.0,0.0,128.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,
2018-06-01,Regular,1609.4,50.0,14.9,1.6,2.6,0.0,1795.0,1148.3,5514.3,154.2,18.4,1.1,124.8,67.8,366.3,18.2,104.4,
2018-06-02,Irregular,1340.0,55.8,37.8,3.3,13.3,0.0,227.5,2097.0,0.0,140.0,10.0,10.8,68.8,0.0,0.0,0.0,0.0,
2018-06-02,Regular,1071.1,13.5,1.4,1.6,2.6,0.0,130.0,465.3,358.3,178.9,20.8,2.1,71.3,13.8,67.8,4.2,34.3,
2018-06-03,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-06-04,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-05,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-06,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-07,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-08,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-09,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-06-10,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-06-11,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-12,Regular,2548.2,82.1,19.2,10.0,15.3,0.0,1795.0,1309.6,4453.4,297.4,36.9,4.6,153.3,81.6,346.6,22.3,116.1,
2018-06-13,Irregular,1500.2,40.9,14.6,0.0,0.0,0.0,14.5,526.5,0.0,229.8,4.9,25.9,50.9,2.3,1.0,3.2,8.3,
2018-06-14,Regular,366.3,10.7,1.9,1.6,3.6,0.0,195.0,665.3,48.3,1.6,0.5,1.1,69.3,13.8,67.8,0.2,12.7,
2018-06-15,Irregular,1939.9,60.2,14.7,0.6,0.6,0.0,110.8,2979.5,1131.8,262.2,27.4,9.5,90.5,16.0,6.5,41.7,26.8,
2018-06-15,Regular,605.0,13.8,2.8,0.0,5.5,0.0,357.5,1210.0,0.0,0.0,0.0,0.0,126.5,0.0,0.0,0.0,22.0,
2018-06-16,Regular,1083.3,21.0,3.5,7.0,7.0,0.0,0.0,100.0,1080.0,189.0,28.0,7.0,41.7,0.0,0.0,0.0,70.0,
2018-06-17,Irregular,630.4,32.3,5.4,8.6,3.3,0.0,400.0,1272.2,1112.3,57.1,4.8,3.7,29.8,75.0,66.7,12.3,25.6,
2018-06-18,Regular,1917.0,63.6,18.0,3.2,2.6,0.0,2116.3,1106.5,3229.4,207.1,27.5,3.1,126.7,93.6,262.4,26.3,98.6,
2018-06-19,Regular,2310.5,66.0,18.4,3.2,3.3,0.0,2165.0,1302.9,5309.9,272.7,35.2,3.1,154.5,93.6,390.8,26.3,127.3,
2018-06-20,Regular,2299.6,67.0,18.4,3.2,3.3,0.0,2165.0,1283.1,4001.0,269.7,31.7,3.1,151.8,93.6,310.0,26.3,113.8,
2018-06-21,Regular,2299.6,67.0,18.4,3.2,3.3,0.0,2165.0,1283.1,4001.0,269.7,31.7,3.1,151.8,93.6,310.0,26.3,113.8,
2018-06-22,Regular,2299.6,67.0,18.4,3.2,3.3,0.0,2165.0,1283.1,4001.0,269.7,31.7,3.1,151.8,93.6,310.0,26.3,113.8,
2018-06-23,Regular,2549.6,81.6,22.4,8.6,8.6,0.0,2285.0,1213.7,5178.5,291.9,40.4,8.1,153.3,85.8,266.0,24.2,162.3,
2018-06-24,Regular,2601.1,81.7,22.4,8.6,8.6,0.0,2285.0,1218.9,5523.0,302.8,41.7,8.1,155.0,85.8,287.2,24.2,166.6,
2018-06-25,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-06-26,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-06-27,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-06-28,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-06-29,Regular,2599.7,82.2,19.2,10.0,15.3,0.0,1795.0,1314.8,4797.9,308.3,38.1,4.6,155.1,81.6,367.9,22.3,120.3,
2018-06-30,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-01,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-02,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-03,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-04,Regular,2651.3,86.9,24.0,8.9,8.9,0.0,2470.0,1282.7,5218.9,297.3,41.2,8.4,160.3,91.8,261.7,26.2,168.3,
2018-07-05,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-06,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-07,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-08,Regular,3066.6,86.9,23.9,8.6,8.6,0.0,2470.0,1328.9,8238.3,386.2,51.5,8.1,174.5,91.8,450.5,26.2,203.2,
2018-07-09,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-10,Regular,2745.9,86.9,20.7,10.0,15.3,0.0,1980.0,1392.4,5377.6,324.4,40.0,4.6,163.7,87.6,399.4,24.3,130.6,
2018-07-11,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-12,Irregular,490.0,5.8,0.0,0.0,0.0,0.0,60.0,557.5,0.5,88.0,8.5,1.0,13.5,0.0,0.0,1.0,5.5,
2018-07-12,Regular,2159.3,76.1,18.3,10.0,16.6,0.0,1691.3,1530.7,6470.8,195.7,25.4,3.6,163.3,75.6,494.6,16.3,121.1,
2018-07-13,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-14,Regular,2349.2,73.7,19.7,8.6,9.1,0.0,1947.5,1172.1,4267.0,267.5,37.5,8.1,148.9,73.8,218.3,20.2,146.8,
2018-07-15,Regular,2348.3,70.9,19.8,3.2,3.1,0.0,2333.8,1298.7,4112.3,271.0,31.8,3.1,152.3,99.6,312.6,28.3,117.3,
2018-07-16,Regular,2348.3,70.9,19.8,3.2,3.1,0.0,2333.8,1298.7,4112.3,271.0,31.8,3.1,152.3,99.6,312.6,28.3,117.3,
2018-07-17,Regular,1989.8,74.6,21.3,3.2,3.1,0.0,2518.8,1325.5,1316.5,180.6,21.2,3.1,143.8,105.6,135.7,30.3,85.9,
2018-07-18,Regular,1989.8,74.6,21.3,3.2,3.1,0.0,2518.8,1325.5,1316.5,180.6,21.2,3.1,143.8,105.6,135.7,30.3,85.9,
2018-07-19,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-21,Irregular,700.0,34.0,9.0,0.0,0.0,0.0,70.0,2060.0,0.0,68.0,4.0,4.0,36.0,4.0,0.0,40.0,16.0,
2018-07-22,Irregular,1146.0,78.6,21.6,18.0,5.0,0.0,1525.0,2305.0,651.0,31.8,0.4,11.0,74.0,50.9,49.3,30.0,49.8,
2018-07-23,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-24,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-25,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-26,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-27,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-28,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-29,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-07-30,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-07-31,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-08-01,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-08-02,Regular,2648.8,92.3,23.2,10.0,14.3,0.0,2285.0,1305.3,6061.9,290.0,26.9,3.6,144.0,99.6,452.1,24.3,127.6,
2018-08-03,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-08-04,Regular,2650.5,86.1,23.9,8.6,8.6,0.0,2470.0,1286.9,5455.2,298.4,41.2,8.1,160.3,91.8,278.7,26.2,168.9,
2018-08-05,Irregular,666.0,5.4,0.0,0.0,0.0,0.0,0.0,1951.2,0.0,73.8,21.6,27.0,66.6,0.0,0.0,0.0,0.0,
2018-08-05,Regular,1984.0,69.6,17.7,8.4,12.6,0.0,1665.0,895.5,7484.6,225.3,28.7,2.6,99.3,67.8,487.9,18.2,123.7,
2018-08-06,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-08-07,Irregular,840.8,27.2,4.3,0.0,0.0,0.0,98.7,1472.6,0.8,85.1,6.9,12.9,52.6,0.0,0.0,1.5,8.3,
2018-08-07,Regular,1759.5,60.0,18.4,1.6,0.6,0.0,2220.0,911.8,5297.2,187.1,18.4,1.1,99.5,85.8,340.0,24.2,106.3,
2018-08-08,Regular,2649.1,86.7,20.7,10.0,15.3,0.0,1980.0,1382.7,4730.1,303.9,37.6,4.6,160.4,87.6,359.4,24.3,122.6,
2018-08-09,Regular,1071.1,13.5,1.4,1.6,2.6,0.0,130.0,465.3,358.3,178.9,20.8,2.1,71.3,13.8,67.8,4.2,34.3,
2018-08-10,Irregular,557.7,30.3,12.0,3.8,11.7,0.1,530.6,639.9,505.4,23.6,1.0,3.2,44.7,19.9,1.9,34.0,27.7,
2018-08-11,Regular,506.7,15.0,4.0,2.0,2.0,0.0,370.0,340.0,620.0,54.0,8.0,2.0,35.3,12.0,0.0,4.0,28.0,
2018-08-12,Regular,2299.8,73.6,19.7,8.6,9.1,0.0,1947.5,1167.1,3936.3,257.1,36.3,8.1,147.2,73.8,197.9,20.2,142.7,
2018-08-13,Regular,2298.9,70.8,19.8,3.2,3.1,0.0,2333.8,1293.8,3781.6,260.6,30.6,3.1,150.7,99.6,292.2,28.3,113.2,
2018-08-14,Regular,2308.8,68.6,9.8,15.1,28.4,0.0,243.8,1185.3,668.3,297.6,44.5,6.1,149.6,13.8,67.8,8.2,67.7,
2018-08-15,Regular,2298.9,70.8,19.8,3.2,3.1,0.0,2333.8,1293.8,3781.6,260.6,30.6,3.1,150.7,99.6,292.2,28.3,113.2,
2018-08-16,Regular,761.3,11.0,1.2,1.6,2.1,0.0,97.5,335.3,48.3,117.6,4.5,1.1,46.8,13.8,67.8,0.2,14.7,
