Date,Hips,Neck,Waist,Weight
2019-09-23,,,29.0,157.8
2019-09-24,,,29.0,157.8
2019-09-25,,,28.875,157.8
2019-09-26,,,28.875,159.2
2019-09-27,,,28.875,158.8
2019-09-28,,,29.0,159.2
2019-09-29,,,28.75,159.2
2019-09-30,,,29.125,161.2
2019-10-01,,,29.125,160.2
2019-10-02,,,29.25,161.0
2019-10-03,,,29.125,160.0
2019-10-04,,,29.375,162.0
2019-10-07,,,29.25,161.8
2019-10-09,,,29.5,163.4
2019-10-10,,,29.25,163.2
2019-10-11,,,29.375,162.2
2019-10-12,,,29.0,160.4
2019-10-13,,,,161.0
2019-10-14,,,28.875,160.2
2019-10-15,,,29.0,160.2
2019-10-16,,,29.125,161.2
2019-10-17,,,,160.4
2019-10-21,,,,160.2
2019-10-22,,,,160.4
2019-10-23,,,29.75,162.2
2019-10-24,,,29.375,161.6
2019-10-25,,,29.5,161.4
2019-10-26,,,29.125,159.8
2019-10-28,,,29.25,159.8
2019-10-30,,,29.5,161.4
2019-10-31,,,29.375,161.4
2019-11-01,,,29.5,161.8
2019-11-02,,,29.5,161.0
2019-11-03,,,29.5,161.4
2019-11-04,,,29.5,162.8
2019-11-05,,,29.625,164.4
2019-11-06,,,29.75,163.4
2019-11-07,,,29.625,162.4
2019-11-08,,,29.625,
2019-11-09,,,29.375,
2019-11-10,,,29.375,
2019-11-11,,,29.75,162.2
2019-11-12,,,29.625,162.2
2019-11-13,,,29.375,160.8
2019-11-14,,,29.125,160.6
2019-11-15,,,29.0,159.0
2019-11-16,,,29.375,160.2
2019-11-19,,,29.125,160.2
2019-11-20,,,29.25,161.0
2019-11-21,,,,161.2
2019-11-22,,,29.0,159.8
2019-11-23,,,29.125,159.8
2019-11-24,,,29.0,159.0
2019-11-25,,,29.0,159.6
2019-11-27,,,29.25,160.2
2019-11-29,,,29.25,
2019-12-03,,,29.875,
2019-12-04,,,29.375,162.2
2019-12-05,,,29.375,159.4
2019-12-07,,,29.5,160.2
2019-12-08,,,29.25,159.4
2019-12-09,,,29.125,160.0
2019-12-10,,,29.125,158.8
2019-12-11,,,29.125,159.0
2019-12-12,,,29.125,159.8
2019-12-14,,,29.5,
2019-12-16,,,29.625,163.8
2019-12-17,,,29.25,161.0
2019-12-19,,,29.125,159.6
2019-12-20,,,29.125,160.2
2019-12-21,,,29.125,159.6
2019-12-23,,,29.5,
2019-12-25,,,29.75,
2019-12-27,,,29.5,
2019-12-28,,,29.375,
2019-12-30,,,29.375,
2019-12-31,,,29.125,160.2
2020-01-01,,,29.125,160.0
2020-01-02,,,29.125,160.8
2020-01-03,,,29.125,159.8
2020-01-04,,,29.125,160.2
2020-01-05,,,29.0,159.6
2020-01-06,,,29.0,160.2
2020-01-07,,,29.125,161.6
2020-01-08,,,29.125,161.2
2020-01-09,,,29.25,160.6
2020-01-10,,,29.25,162.4
2020-01-11,,,29.25,160.6
2020-01-12,,,29.125,160.0
2020-01-13,,,29.125,159.6
2020-01-14,,,29.25,160.6
2020-01-15,,,29.25,161.2
2020-01-16,,,29.125,160.6
2020-01-17,,,,160.6
2020-01-20,,,29.5,
2020-01-21,,,29.5,
2020-01-23,,,29.625,
2020-01-28,,,29.75,
2020-01-30,,,29.625,
2020-02-03,,,29.5,
2020-02-04,,,29.125,159.4
2020-02-05,,,29.125,159.2
2020-02-06,,,29.125,158.4
2020-02-07,,,29.25,159.8
2020-02-08,,,29.0,158.6
2020-02-09,,,29.125,159.4
2020-02-10,,,29.25,160.6
2020-02-11,,,29.125,159.6
2020-02-12,,,29.25,160.4
2020-02-13,,,29.25,161.6
2020-02-14,,,29.25,159.6
2020-02-15,,,29.125,158.6
2020-02-16,,,29.125,159.0
2020-02-17,,,29.125,159.0
2020-02-18,,,29.125,159.6
2020-02-19,,,29.125,159.2
2020-02-20,,,29.125,158.6
2020-02-21,,,29.375,161.2
2020-02-22,,,29.125,159.2
2020-02-23,,,28.875,157.4
2020-02-24,,,29.125,158.6
2020-02-25,,,29.375,162.2
2020-02-26,,,29.375,160.8
2020-02-27,,,29.375,159.6
2020-02-28,,,29.25,158.0
2020-02-29,,,29.0,157.4
2020-03-01,,,29.25,158.4
2020-03-02,,,29.375,158.8
2020-03-03,,,29.375,159.0
2020-03-04,,,29.125,159.0
2020-03-05,,,,159.4
2020-03-06,,,29.25,159.2
2020-03-07,,,29.375,160.6
2020-03-09,,,29.5,160.6
2020-03-10,,,29.5,160.4
2020-03-11,,,29.5,160.2
2020-03-12,,,29.25,159.8
2020-03-13,,,29.375,159.8
2020-03-14,,,29.125,159.0
2020-03-15,,,29.5,160.4
2020-03-16,,,29.5,160.0
2020-03-17,,,29.25,158.6
2020-03-18,,,29.25,160.0
2020-03-19,,,29.375,159.6
2020-03-20,,,29.5,159.4
2020-03-21,,,29.375,159.8
2020-03-22,,,29.25,159.8
2020-03-23,,,29.375,160.0
2020-03-24,,,29.375,159.2
2020-03-25,,,29.5,159.8
2020-03-26,,,29.375,159.8
2020-03-27,,,29.625,161.2
2020-03-28,,,29.5,159.2
2020-03-29,,,29.5,160.0
2020-03-30,,,29.5,160.2
2020-03-31,,,29.5,159.8
2020-04-01,,,29.375,159.2
2020-04-02,,,29.5,160.0
2020-04-03,,,29.5,158.8
2020-04-04,,,29.5,159.4
2020-04-05,,,29.5,159.6
2020-04-06,,,29.75,161.4
2020-04-07,,,29.875,162.0
2020-04-08,,,29.875,161.8
2020-04-09,,,29.875,160.8
2020-04-10,,,29.875,161.4
2020-04-11,,,30.0,162.0
2020-04-12,,,29.625,160.8
2020-04-13,,,29.875,161.2
2020-04-14,,,29.625,161.8
2020-04-15,,,30.0,161.6
2020-04-16,,,30.0,161.6
2020-04-17,,,30.0,161.4
2020-04-18,,,30.0,161.4
2020-04-19,,,29.875,160.6
2020-04-20,,,29.75,160.0
2020-04-21,,,29.625,159.0
2020-04-22,,,29.625,158.4
2020-04-23,,,29.5,157.8
2020-04-24,,,29.375,158.8
2020-04-25,,,29.375,157.6
2020-04-26,,,29.25,158.0
2020-04-27,,,29.5,158.8
2020-04-28,,,29.375,158.4
2020-04-29,,,29.5,158.8
2020-04-30,,,29.375,158.4
2020-05-01,,,29.375,158.6
2020-05-02,,,29.5,159.4
2020-05-03,,,29.125,158.2
2020-05-04,,,29.375,159.2
2020-05-05,,,29.5,159.2
2020-05-06,,,29.5,158.2
2020-05-07,,,29.5,158.6
2020-05-08,,,29.375,158.8
2020-05-09,,,29.5,158.0
2020-05-10,,,29.75,160.4
2020-05-11,,,29.625,160.4
2020-05-12,,,29.75,161.2
2020-05-13,,,29.75,160.4
2020-05-14,,,29.75,160.4
2020-05-15,,,29.75,160.6
2020-05-16,,,29.5,159.8
2020-05-17,,,29.625,161.2
2020-05-18,,,29.75,161.2
2020-05-19,,,29.75,161.6
2020-05-20,,,29.625,160.2
2020-05-21,,,29.875,161.6
2020-05-22,,,29.375,160.0
2020-05-23,,,29.625,160.8
2020-05-24,,,29.375,158.2
2020-05-25,,,29.375,158.2
2020-05-26,,,29.375,158.4
2020-05-27,,,29.5,159.6
2020-05-28,,,29.5,158.4
2020-05-29,,,29.125,158.0
2020-05-30,,,29.125,158.0
2020-05-31,,,29.125,158.2
2020-06-01,,,29.375,159.4
2020-06-02,,,29.25,159.0
2020-06-03,,,29.25,158.2
2020-06-04,,,29.0,156.8
2020-06-06,,,29.125,159.2
2020-06-07,,,29.25,158.2
2020-06-08,,,29.125,158.0
2020-06-09,,,,159.6
2020-06-10,,,29.375,159.4
2020-06-11,,,29.125,159.0
2020-06-12,,,29.25,157.8
2020-06-13,,,29.25,158.8
2020-06-14,,,29.375,159.0
2020-06-15,,,29.5,160.2
2020-06-16,,,29.125,160.0
2020-06-17,,,29.125,159.2
2020-06-18,,,29.125,159.0
2020-06-19,,,29.125,159.2
2020-06-20,,,29.125,157.8
2020-06-21,,,29.25,159.0
2020-06-22,,,29.25,159.0
2020-06-23,,,29.125,159.2
2020-06-24,,,29.125,159.2
2020-06-25,,,29.375,159.0
2020-06-26,,,29.5,159.2
2020-06-27,,,29.25,
2020-06-29,,,29.625,
2020-07-01,,,29.25,
2020-07-05,,,29.125,158.6
2020-07-06,,,29.125,158.2
2020-07-07,,,29.125,158.0
2020-07-08,,,29.125,158.4
2020-07-09,,,29.125,160.2
2020-07-10,,,29.125,159.2
2020-07-11,,,29.125,158.8
2020-07-13,,,29.25,160.2
2020-07-14,,,29.25,160.6
2020-07-16,,,29.375,160.8
2020-07-17,,,29.375,160.8
2020-07-19,,,29.25,161.4
2020-07-20,,,29.25,161.6
2020-07-21,,,29.0,160.0
2020-07-22,,,29.375,161.4
2020-07-23,,,29.25,160.0
2020-07-24,,,29.375,159.8
2020-07-27,,,29.0,158.0
2020-07-28,,,29.125,158.2
2020-07-29,,,29.0,157.8
2020-07-30,,,29.0,158.2
2020-07-31,,,29.0,157.6
2020-08-01,,,28.875,156.4
2020-08-02,,,28.875,156.0
2020-08-03,,,28.875,155.8
2020-08-04,,,28.875,156.0
2020-08-05,,,28.625,155.6
2020-08-06,,,28.75,155.6
2020-08-07,,,,155.0
2020-08-08,,,28.75,154.2
2020-08-09,,,28.75,155.0
2020-08-10,,,28.75,155.0
2020-08-12,,,28.75,155.8
2020-08-13,,,28.75,155.2
2020-08-14,,,28.875,155.8
2020-08-15,,,28.75,155.2
2020-08-17,,,28.75,156.4
2020-08-19,,,28.75,155.8
2020-08-21,,,28.875,157.6
2020-08-22,,,28.75,155.2
2020-08-25,,,29.0,157.6
2020-08-27,,,28.75,156.4
2020-08-28,,,28.875,158.2
2020-08-29,,,28.875,159.8
2020-08-31,,,,158.2
2020-09-01,,,28.875,
2020-09-02,,,29.0,158.2
2020-09-03,,,29.0,159.0
2020-09-06,,,29.0,158.4
2020-09-08,,,29.0,159.8
2020-09-10,,,29.0,159.0
2020-09-12,,,28.75,158.2
2020-09-15,,,28.875,159.0
2020-09-19,,,29.0,160.8
2020-09-21,,,29.125,160.6
2020-09-22,,,29.0,160.0
2020-09-23,,,29.0,158.6
2020-09-24,,,29.0,158.4
2020-09-27,,,28.875,158.4
2020-09-28,,,28.75,157.4
2020-09-29,,,28.75,157.0
2020-10-01,,,29.125,158.8
2020-10-02,,,28.875,158.0
2020-10-03,,,28.875,158.4
2020-10-04,,,,159.8
2020-10-05,,,29.0,159.8
2020-10-07,,,29.0,159.6
2020-10-08,,,,159.6
2020-10-10,,,28.875,160.0
2020-10-12,,,29.125,162.8
2020-10-13,,,29.125,161.8
2020-10-14,,,29.0,161.2
2020-10-15,,,29.125,161.6
2020-10-16,,,29.125,161.2
2020-10-19,,,29.5,163.0
2020-10-20,,,29.125,160.3
2020-10-21,,,29.25,161.4
2020-10-22,,,29.125,159.4
2020-10-24,,,29.25,162.0
2020-10-25,,,29.0,160.0
2020-10-27,,,29.0,159.0
2020-10-28,,,29.0,160.8
2020-10-29,,,29.0,161.2
2020-10-30,,,29.0,160.2
2020-10-31,,,29.0,160.6
2020-11-01,,,29.125,161.2
2020-11-03,,,29.125,161.4
2020-11-04,,,29.125,162.0
2020-11-05,,,29.0,161.2
2020-11-06,,,29.125,163.2
2020-11-07,,,29.0,161.0
2020-11-08,,,29.0,161.0
2020-11-09,,,29.125,161.9
2020-11-10,,,29.125,162.2
2020-11-11,,,29.125,162.2
2020-11-13,,,29.25,162.2
2020-11-14,,,29.25,161.4
2020-11-18,,,29.0,160.2
2020-11-19,,,29.0,162.2
2020-11-20,,,,162.4
2020-11-21,,,29.125,161.2
2020-11-22,,,29.25,162.4
2020-11-27,,,29.125,162.2
2020-12-03,,,,160.6
2020-12-04,,,29.0,160.6
2020-12-05,,,29.125,162.6
2020-12-10,,,29.25,162.0
2020-12-11,,,29.125,161.4
2020-12-12,,,29.25,162.8
2020-12-14,,,29.125,160.8
2020-12-16,,,29.25,160.6
2020-12-17,,,29.0,161.2
2020-12-19,,,29.25,161.8
2020-12-20,,,29.125,161.0
2020-12-23,,,29.625,
2020-12-24,,,29.25,
2020-12-26,,,29.625,
2020-12-27,,,29.25,
2020-12-28,,,29.125,
2020-12-30,,,29.25,
2020-12-31,,,29.25,
2021-01-06,,,29.0,159.2
2021-01-09,,,28.875,159.2
2021-01-10,,,29.0,160.0
2021-01-11,,,,158.8
2021-01-12,,,29.0,159.6
2021-01-13,,,29.125,160.0
2021-01-14,,,29.125,159.6
2021-01-15,,,29.125,160.0
2021-01-16,,,29.25,160.6
2021-01-17,,,29.0,159.8
2021-01-20,,,29.25,162.0
2021-01-21,,,29.5,162.0
2021-01-23,,,29.125,161.6
2021-01-24,,,29.25,162.2
2021-01-30,,,29.375,162.6
2021-02-01,,,29.375,162.0
2021-02-02,,,29.375,163.6
2021-02-03,,,29.5,164.2
2021-02-05,,,29.5,162.6
2021-02-06,,,29.5,163.0
2021-02-07,,,29.5,162.6
2021-02-08,,,29.5,162.6
2021-02-10,,,29.25,160.4
2021-02-11,,,29.25,160.2
2021-02-12,,,29.25,160.0
2021-02-13,,,29.25,161.4
2021-02-14,,,,163.4
2021-02-15,,,,160.6
2021-02-16,,,,160.0
2021-02-17,,,29.5,160.8
2021-02-19,,,29.625,161.6
2021-02-20,,,29.5,162.4
2021-02-21,,,29.5,162.2
2021-02-22,,,29.0,159.6
2021-02-23,,,29.25,161.0
2021-03-01,,,29.375,161.2
2021-03-05,,,29.625,163.0
2021-03-09,,,29.5,162.6
2021-03-10,,,29.625,163.6
2021-03-11,,,29.5,162.4
2021-03-12,,,29.375,161.8
2021-03-13,,,29.625,162.8
2021-03-14,,,29.625,163.2
2021-03-16,,,29.25,161.4
2021-03-18,,,29.5,162.0
2021-03-21,,,29.5,164.4
2021-03-22,,,29.625,163.0
2021-03-26,,,29.625,163.6
2021-03-27,,,29.5,165.6
2021-03-28,,,29.5,162.8
2021-03-29,,,29.375,162.6
2021-03-30,,,29.375,162.2
2021-03-31,,,29.5,162.2
2021-04-01,,,29.375,162.4
2021-04-04,,,29.5,163.2
2021-04-05,,,29.5,163.6
2021-04-08,,,29.625,163.4
2021-04-11,,,,164.4
2021-04-12,,,,163.8
2021-04-14,,,29.625,164.2
2021-04-15,,,29.625,164.6
2021-04-16,,,29.625,164.0
2021-04-17,,,29.375,163.2
2021-04-19,,,29.375,163.2
2021-04-20,,,29.5,162.6
2021-04-21,,,29.375,162.2
2021-04-22,,,29.5,162.2
2021-04-23,,,29.375,161.8
2021-04-24,,,29.625,165.4
2021-04-26,,,29.75,163.0
2021-04-27,,,29.625,162.6
2021-04-28,,,29.375,161.2
2021-04-29,,,,162.6
2021-04-30,,,29.625,163.8
2021-05-01,,,29.625,163.8
2021-05-02,,,29.375,162.6
2021-05-03,,,29.75,163.8
2021-05-04,,,,164.8
2021-05-05,,,29.75,164.8
2021-05-06,,,29.875,164.0
2021-05-07,,,,164.0
2021-05-09,,,29.875,163.8
2021-05-10,,,29.5,163.4
2021-05-11,,,29.5,162.4
2021-05-12,,,29.5,162.4
2021-05-13,,,29.625,162.6
2021-05-14,,,29.625,162.8
2021-05-16,,,29.875,165.2
2021-05-17,,,29.75,165.0
2021-05-19,,,29.625,162.8
2021-05-20,,,,163.6
2021-05-21,,,29.625,164.0
2021-05-22,,,,164.0
2021-05-23,,,29.5,163.0
2021-05-25,,,29.625,164.0
2021-05-26,,,29.625,162.8
2021-05-27,,,29.625,163.2
2021-05-28,,,29.875,164.6
2021-05-29,,,29.625,165.0
2021-05-31,,,29.625,163.8
2021-06-01,,,29.625,163.6
2021-06-02,,,29.625,162.8
2021-06-03,,,29.625,161.6
2021-06-04,,,29.625,162.8
2021-06-06,,,29.625,164.2
2021-06-07,,,29.75,164.6
2021-06-08,,,,164.2
2021-06-09,,,29.375,162.2
2021-06-10,,,29.5,162.8
2021-06-11,,,29.625,162.6
2021-06-13,,,,164.0
2021-06-14,,,,163.4
2021-06-16,,,29.625,164.2
2021-06-18,,,,164.4
2021-06-20,,,29.625,164.8
2021-06-22,,,,163.6
2021-06-23,,,29.75,163.8
2021-06-24,,,29.75,163.6
2021-06-25,,,29.625,162.6
2021-06-26,,,29.75,164.2
2021-06-27,,,29.75,164.2
2021-06-28,,,30.0,166.0
2021-06-29,,,30.0,165.0
2021-06-30,,,29.75,164.0
2021-07-01,,,,163.6
2021-07-03,,,29.875,164.4
2021-07-04,,,29.75,164.6
2021-07-05,,,29.75,164.2
2021-07-06,,,,161.8
2021-07-08,,,29.625,162.2
2021-07-09,,,29.625,162.0
2021-07-10,,,29.625,163.8
2021-07-13,,,29.75,164.2
2021-07-15,,,29.625,163.6
2021-07-16,,,29.75,164.2
2021-07-17,,,29.375,162.4
2021-07-18,,,29.75,166.6
2021-07-20,,,29.625,165.0
2021-07-22,,,,165.2
2021-07-26,,,29.5,162.6
2021-07-27,,,29.5,163.4
2021-07-28,,,29.375,163.0
2021-08-02,,,29.625,165.2
2021-08-03,,,,164.2
2021-08-04,,,29.625,164.2
2021-08-06,,,29.625,165.0
2021-08-09,,,29.75,166.0
2021-08-10,,,29.75,164.6
2021-08-12,,,29.875,165.6
2021-08-14,,,29.75,164.4
2021-08-15,,,29.75,163.0
2021-08-16,,,30.0,165.2
2021-08-17,,,29.875,164.6
2021-08-18,,,29.875,164.0
2021-08-19,,,29.875,164.6
2021-08-21,,,29.875,164.0
2021-08-23,,,29.625,161.2
2021-08-24,,,29.75,163.8
2021-08-25,,,,165.8
2021-08-27,,,29.625,163.0
2021-08-29,,,29.375,163.2
2021-09-01,,,29.625,164.6
2021-09-02,,,29.625,163.8
2021-09-03,,,29.375,164.4
2021-09-04,,,29.625,164.0
2021-09-05,,,29.375,162.6
2021-09-06,,,29.375,164.8
2021-09-07,,,29.375,164.0
2021-09-08,,,29.375,164.0
2021-09-09,,,29.5,163.2
2021-09-10,,,29.75,164.8
2021-09-13,,,29.375,162.8
2021-09-14,,,29.5,162.8
2021-09-15,,,29.0,160.4
2021-09-16,,,29.375,162.0
2021-09-19,,,29.625,163.8
2021-09-21,,,29.0,161.8
2021-09-22,,,29.75,165.6
2021-09-24,,,29.25,
2021-09-25,,,29.25,
2021-09-27,,,29.5,166.2
2021-09-28,,,29.0,162.0
2021-09-29,,,,163.1
2021-10-04,,,29.625,
2021-10-08,,,29.375,162.8
2021-10-10,,,29.25,160.4
2021-10-11,,,29.375,161.0
2021-10-12,,,29.375,162.8
2021-10-13,,,,165.4
2021-10-14,,,29.25,161.8
2021-10-16,,,29.5,163.6
2021-10-18,,,29.25,161.0
2021-10-22,,,29.25,160.8
2021-10-23,,,29.5,163.8
2021-10-24,,,29.625,165.2
2021-10-26,,,29.625,165.0
2021-10-27,,,29.375,164.0
2021-10-28,,,29.625,165.2
2021-10-29,,,29.5,166.2
2021-11-01,,,29.625,166.0
2021-11-03,,,29.75,165.2
2021-11-05,,,29.625,164.6
2021-11-07,,,29.75,166.2
2021-11-09,,,29.625,165.0
2021-11-10,,,29.625,165.6
2021-11-11,,,29.625,165.2
2021-11-12,,,29.625,164.8
2021-11-13,,,29.75,166.2
2021-11-15,,,29.375,164.6
2021-11-16,,,29.75,166.2
2021-11-17,,,,165.0
2021-11-18,,,29.5,163.8
2021-11-20,,,29.5,164.6
2021-11-26,,,29.625,165.2
2021-11-27,,,29.75,164.2
2021-11-28,,,29.5,164.0
2021-12-05,,,29.5,166.0
2021-12-06,,,29.625,165.8
2021-12-07,,,29.75,166.8
2021-12-08,,,29.75,168.0
2021-12-09,,,29.75,167.2
2021-12-10,,,,167.2
2021-12-13,,,29.75,165.8
2021-12-15,,,29.625,166.0
2021-12-16,,,29.5,164.4
2021-12-18,,,29.5,165.0
2021-12-20,,,29.75,166.2
2021-12-21,,,29.625,166.0
2021-12-22,,,29.375,165.8
2021-12-25,,,29.75,
2021-12-26,,,29.375,164.0
2021-12-30,,,29.5,164.8
2021-12-31,,,29.375,163.2
2022-01-01,,,29.0,159.8
2022-01-02,,,29.375,162.8
2022-01-05,,,29.5,165.2
2022-01-06,,,29.875,167.0
2022-01-07,,,29.75,166.0
2022-01-08,,,29.875,168.0
2022-01-09,,,29.75,166.8
2022-01-10,,,29.875,167.2
2022-01-11,,,29.75,167.8
2022-01-12,,,29.875,168.0
2022-01-13,,,,169.0
2022-01-14,,,29.875,166.6
2022-01-16,,,,166.6
2022-01-17,,,29.625,165.8
2022-01-18,,,29.75,166.2
2022-01-19,,,29.875,165.2
2022-01-21,,,29.625,164.8
2022-01-23,,,29.75,164.6
2022-01-24,,,,165.2
2022-01-25,,,29.625,164.8
2022-01-26,,,29.75,166.4
2022-01-27,,,29.75,166.2
2022-01-28,,,29.75,166.2
2022-01-29,,,29.875,167.2
2022-01-30,,,29.875,168.2
2022-01-31,,,30.125,167.2
2022-02-01,,,,165.2
2022-02-03,,,30.125,168.2
2022-02-04,,,29.875,168.2
2022-02-05,,,29.875,165.8
2022-02-06,,,29.75,167.0
2022-02-07,,,30.0,168.2
2022-02-09,,,30.0,167.6
2022-02-14,,,30.0,168.0
2022-02-15,,,30.125,167.8
2022-02-17,,,30.125,168.2
2022-02-18,,,29.75,165.8
2022-02-19,,,29.75,165.6
2022-02-21,,,,168.0
2022-02-22,,,29.875,166.6
2022-02-23,,,29.875,168.2
2022-02-27,,,29.875,167.6
2022-02-28,,,29.875,168.4
2022-03-01,,,29.875,168.2
2022-03-03,,,29.625,166.0
2022-03-04,,,29.75,166.2
2022-03-05,,,29.875,166.8
2022-03-06,,,30.0,166.8
2022-03-08,,,30.125,169.0
2022-03-09,,,30.125,167.8
2022-03-10,,,29.875,167.2
2022-03-12,,,29.75,167.0
2022-03-14,,,29.75,166.8
2022-03-15,,,29.875,166.4
2022-03-16,,,,165.2
2022-03-18,,,29.625,166.0
2022-03-23,,,29.625,164.2
2022-03-24,,,29.625,165.0
2022-03-25,,,29.75,164.8
2022-04-04,,,29.875,164.6
2022-04-05,,,29.75,164.4
2022-04-06,,,,164.6
2022-04-07,,,30.0,164.8
2022-04-08,,,29.625,163.2
2022-04-10,,,29.75,165.0
2022-04-11,,,30.125,166.0
2022-04-12,,,29.5,163.6
2022-04-13,,,29.625,163.6
2022-04-14,,,29.375,163.2
2022-04-15,,,29.5,161.0
2022-04-16,,,29.625,164.0
2022-04-17,,,29.375,162.6
2022-04-18,,,29.5,163.2
2022-04-19,,,29.5,164.6
2022-04-20,,,,166.2
2022-04-21,,,30.0,166.4
2022-04-22,,,29.625,165.2
2022-04-23,,,29.625,164.6
2022-04-24,,,29.5,164.4
2022-04-25,,,29.625,164.2
2022-04-27,,,29.375,164.0
2022-04-28,,,29.5,164.4
2022-04-29,,,29.875,166.8
2022-05-02,,,29.875,166.8
2022-05-03,,,29.875,166.4
2022-05-04,,,29.75,166.0
2022-05-05,,,29.75,164.4
2022-05-06,,,29.75,166.0
2022-05-09,,,29.625,166.2
2022-05-10,,,29.75,165.6
2022-05-11,,,29.75,167.4
2022-05-13,,,29.875,167.0
2022-05-14,,,29.625,164.6
2022-05-15,,,29.875,166.2
2022-05-17,,,,166.4
2022-05-18,,,,166.4
2022-05-22,,,,166.4
2022-05-23,,,,164.6
2022-05-24,,,29.625,165.2
2022-05-25,,,29.75,167.0
2022-05-26,,,29.875,165.4
2022-05-27,,,29.875,165.0
2022-05-28,,,29.5,164.8
2022-05-30,,,29.875,167.4
2022-05-31,,,29.625,167.0
2022-06-01,,,29.75,166.8
2022-06-02,,,,166.2
2022-06-03,,,,166.0
2022-06-04,,,,166.0
2022-06-06,,,29.5,165.6
2022-06-07,,,29.75,166.4
2022-06-08,,,,166.6
2022-06-09,,,29.875,165.6
2022-06-11,,,,164.4
2022-06-14,,,,166.0
2022-06-15,,,,166.6
2022-06-16,,,29.75,167.2
2022-06-17,,,29.75,165.8
2022-06-19,,,29.75,167.4
2022-06-20,,,29.75,167.6
2022-06-21,,,29.875,168.0
2022-06-22,,,,167.0
2022-06-23,,,,167.6
2022-06-24,,,29.375,165.8
2022-06-28,,,29.875,167.4
2022-06-29,,,30.0,167.4
2022-06-30,,,29.875,165.8
2022-07-01,,,,164.8
2022-07-03,,,29.5,165.0
2022-07-04,,,29.5,165.6
2022-07-05,,,29.625,165.2
2022-07-06,,,29.5,163.0
2022-07-07,,,29.5,163.6
2022-07-08,,,29.625,164.2
2022-07-09,,,29.875,166.2
2022-07-10,,,29.875,167.8
2022-07-11,,,29.75,167.0
2022-07-12,,,29.625,165.8
2022-07-13,,,29.625,165.2
2022-07-14,,,29.75,165.2
2022-07-16,,,29.875,165.8
2022-07-17,,,29.375,163.2
2022-07-18,,,29.625,165.0
2022-07-19,,,29.625,165.0
2022-07-20,,,29.5,165.0
2022-07-22,,,29.5,165.0
2022-07-23,,,,165.4
2022-07-24,,,29.5,164.4
2022-07-25,,,29.625,163.4
2022-07-26,,,29.5,165.2
2022-07-27,,,29.5,164.4
2022-07-28,,,29.375,164.0
2022-07-29,,,29.5,163.8
2022-07-30,,,29.75,165.4
2022-08-03,,,29.5,163.0
2022-08-04,,,29.75,164.2
2022-08-05,,,29.5,163.2
2022-08-06,,,29.125,162.6
2022-08-08,,,29.75,168.6
2022-08-09,,,,167.0
2022-08-11,,,,164.4
2022-08-12,,,29.75,164.4
2022-08-15,,,29.5,161.8
2022-08-16,,,29.5,162.0
2022-08-17,,,29.5,164.0
2022-08-20,,,29.5,163.4
2022-08-23,,,29.5,164.6
2022-08-24,,,29.75,164.8
2022-08-25,,,29.5,163.6
2022-08-26,,,29.625,164.0
2022-08-27,,,29.875,163.2
2022-08-28,,,,162.8
2022-08-29,,,29.625,164.0
2022-08-30,,,29.5,163.2
2022-08-31,,,29.875,165.2
2022-09-02,,,29.625,164.4
2022-09-05,,,29.5,163.4
2022-09-06,,,29.625,164.8
2022-09-07,,,29.625,164.2
2022-09-08,,,29.875,165.0
2022-09-09,,,29.375,162.8
2022-09-12,,,29.75,164.6
2022-09-13,,,,165.8
2022-09-14,,,29.75,164.8
2022-09-15,,,29.75,164.6
2022-09-20,,,,163.6
2022-09-21,,,29.5,162.2
2022-09-22,,,29.5,162.2
2022-09-26,,,29.5,165.2
2022-09-29,,,29.125,162.0
2022-09-30,,,29.375,162.0
2022-10-04,,,29.625,165.0
2022-10-05,,,29.375,163.2
2022-10-06,,,29.375,163.6
2022-10-07,,,29.375,164.4
2022-10-08,,,,163.6
2022-10-09,,,29.375,163.6
2022-10-10,,,29.25,165.0
2022-10-17,,,29.5,164.6
2022-10-18,,,,167.2
2022-10-21,,,29.5,163.8
2022-10-22,,,,164.4
2022-10-24,,,29.375,163.0
2022-10-29,,,29.625,163.8
2022-11-05,,,,164.4
2022-11-06,,,29.375,163.2
2022-11-10,,,29.625,
2022-11-22,,,29.625,164.4
2022-11-23,,,29.375,161.8
2022-11-24,,,,163.2
2022-11-25,,,,164.2
2022-11-27,,,29.5,164.8
2022-11-29,,,30.0,167.4
2022-12-01,,,29.875,165.2
2022-12-02,,,29.875,164.8
2022-12-03,,,,164.2
2022-12-04,,,29.75,163.0
2022-12-05,,,29.75,164.4
2022-12-06,,,,164.2
2022-12-07,,,29.75,164.0
2022-12-09,,,29.25,161.6
2022-12-10,,,,164.2
2022-12-11,,,29.625,164.6
2022-12-12,,,29.625,164.4
2022-12-13,,,,164.4
2022-12-14,,,29.625,162.8
2022-12-15,,,29.5,163.6
2022-12-17,,,,162.8
2022-12-18,,,29.75,165.0
2022-12-19,,,,162.4
2022-12-20,,,29.75,164.2
2022-12-21,,,,163.8
2022-12-22,,,,163.0
2022-12-24,,,29.375,162.2
2022-12-26,,,29.375,162.6
2022-12-27,,,,162.4
2022-12-28,,,29.375,161.4
2022-12-29,,,29.375,163.0
2022-12-30,,,,162.6
2023-01-01,,,,163.8
2023-01-02,,,29.125,162.2
2023-01-03,,,29.375,164.2
2023-01-04,,,29.25,164.4
2023-01-05,,,29.375,164.6
